State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
Connecticut,2097.0,2014.0,2112.0,2147.0,2065.0,2045.0,1999.0,1978.0,1963.0,1887.0,1880.0,1900.0,2007.25
Maine,548.0,576.0,570.0,585.0,578.0,601.0,553.0,527.0,521.0,541.0,570.0,553.0,560.25
Massachusetts,5382.0,5346.0,5422.0,5318.0,5313.0,5370.0,5345.0,5296.0,5329.0,5243.0,5380.0,5256.0,5333.333333333333
New Hampshire,357.0,337.0,317.0,327.0,328.0,316.0,305.0,310.0,332.0,335.0,324.0,333.0,326.75
New York,35785.0,35609.0,35429.0,34999.0,34817.0,34947.0,34644.0,34369.0,34257.0,33941.0,34581.0,34673.0,34837.583333333336
Rhode Island,630.0,612.0,616.0,619.0,602.0,627.0,632.0,620.0,613.0,591.0,634.0,655.0,620.9166666666666
Vermont,371.0,355.0,326.0,334.0,332.0,322.0,331.0,328.0,332.0,322.0,329.0,332.0,334.5
"Indian Township, ME",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pleasant Point, ME",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333
"Seneca Nation, NY",8.0,7.0,8.0,5.0,3.0,4.0,5.0,6.0,5.0,7.0,8.0,10.0,6.333333333333333
Delaware,563.0,575.0,528.0,537.0,519.0,538.0,556.0,530.0,529.0,535.0,550.0,545.0,542.0833333333334
District of Columbia,926.0,969.0,998.0,971.0,942.0,967.0,990.0,953.0,971.0,964.0,990.0,979.0,968.3333333333334
Maryland,7448.0,7457.0,7410.0,7365.0,7403.0,7469.0,7532.0,7538.0,7459.0,7417.0,7545.0,7530.0,7464.416666666667
New Jersey,9436.0,9351.0,9450.0,9301.0,9313.0,9280.0,9185.0,9285.0,9345.0,9401.0,9459.0,9694.0,9375.0
Pennsylvania,3257.0,3164.0,3154.0,3088.0,3048.0,3108.0,3148.0,3171.0,3136.0,3104.0,3127.0,3122.0,3135.5833333333335
Puerto Rico,3535.0,3466.0,3469.0,3570.0,3489.0,3455.0,3399.0,3227.0,3290.0,3154.0,3374.0,3230.0,3388.1666666666665
