State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
Connecticut,2814.0,2775.0,2832.0,2787.0,2685.0,2657.0,2588.0,2399.0,2382.0,2380.0,2398.0,2474.0,2597.5833333333335
Maine,1415.0,1396.0,1401.0,1377.0,1314.0,1313.0,1286.0,1288.0,1289.0,1305.0,1307.0,1330.0,1335.0833333333333
Massachusetts,6935.0,6764.0,6744.0,6741.0,6468.0,6562.0,6477.0,6518.0,6596.0,6429.0,6528.0,6712.0,6622.833333333333
New Hampshire,986.0,944.0,947.0,913.0,892.0,897.0,884.0,905.0,907.0,896.0,902.0,902.0,914.5833333333334
New York,23156.0,22989.0,23001.0,22882.0,22346.0,22208.0,21976.0,21684.0,21567.0,21209.0,21394.0,21599.0,22167.583333333332
Rhode Island,1609.0,1641.0,1620.0,1580.0,1526.0,1531.0,1472.0,1445.0,1461.0,1447.0,1487.0,1492.0,1525.9166666666667
Vermont,630.0,620.0,614.0,638.0,573.0,572.0,572.0,598.0,599.0,566.0,565.0,573.0,593.3333333333334
"Indian Township, ME",6.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.75
"Pleasant Point, ME",4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,2.25
"Seneca Nation, NY",16.0,18.0,21.0,17.0,12.0,10.0,11.0,14.0,15.0,18.0,19.0,17.0,15.666666666666666
Delaware,1179.0,1339.0,1384.0,1477.0,1431.0,1418.0,1421.0,1420.0,1397.0,1398.0,1395.0,1409.0,1389
District of Columbia,931.0,947.0,934.0,960.0,919.0,954.0,939.0,946.0,947.0,939.0,988.0,995.0,949.9166666666666
Maryland,8350.0,8397.0,8173.0,8171.0,8107.0,8047.0,7953.0,7833.0,7797.0,7685.0,7642.0,7795.0,7995.833333333333
New Jersey,8881.0,8668.0,8777.0,8756.0,8634.0,8537.0,8261.0,8223.0,8160.0,8086.0,8197.0,8221.0,8450.083333333334
Pennsylvania,19023.0,19016.0,19162.0,19098.0,18641.0,18431.0,18267.0,18121.0,18243.0,17972.0,17851.0,17962.0,18482.25
Puerto Rico,7989.0,7875.0,8133.0,8248.0,8362.0,7831.0,7489.0,7270.0,6997.0,6604.0,6921.0,6937.0,7554.666666666667
Virginia,12865.0,12778.0,12675.0,12626.0,12426.0,12267.0,12169.0,11916.0,11887.0,11659.0,11795.0,11913.0,12248
Virgin Islands,128.0,122.0,121.0,135.0,144.0,153.0,147.0,148.0,144.0,122.0,104.0,105.0,131.08333333333334
West Virginia,4066.0,4084.0,4114.0,4065.0,4032.0,3928.0,3895.0,3818.0,3768.0,3760.0,3765.0,3878.0,3931.0833333333335
Alabama,13448.0,13521.0,13621.0,13726.0,13443.0,13270.0,13038.0,12620.0,12554.0,12314.0,12417.0,12715.0,13057.25
Florida,32996.0,33576.0,33892.0,34639.0,33785.0,32871.0,32580.0,31314.0,30614.0,30357.0,30203.0,30662.0,32290.75
Georgia,28288.0,28161.0,28311.0,27868.0,27478.0,27130.0,26679.0,26387.0,26448.0,25921.0,26432.0,26638.0,27145.083333333332
Kentucky,9927.0,9904.0,9935.0,9978.0,9739.0,9567.0,9570.0,9400.0,9286.0,9239.0,9265.0,9386.0,9599.666666666666
Mississippi,9692.0,9781.0,9857.0,9839.0,9554.0,9431.0,8983.0,8949.0,8810.0,8552.0,8683.0,8880.0,9250.916666666666
North Carolina,18503.0,18570.0,18436.0,18622.0,17946.0,17427.0,17078.0,16749.0,16613.0,16527.0,16684.0,17080.0,17519.583333333332
South Carolina,9956.0,10151.0,10246.0,10234.0,10154.0,10166.0,9968.0,9743.0,9546.0,9279.0,9382.0,9447.0,9856
Tennessee,12989.0,12883.0,12941.0,13114.0,12878.0,12785.0,12462.0,12219.0,12223.0,12136.0,12033.0,12160.0,12568.583333333334
"Choctaw Indians, MS",31.0,26.0,21.0,18.0,23.0,21.0,27.0,36.0,23.0,30.0,36.0,32.0,27
