State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
Connecticut,27092.0,26388.0,26510.0,26399.0,25693.0,25869.0,25004.0,24986.0,24918.0,24596.0,24974.0,24903.0,25611
Maine,11616.0,11586.0,11490.0,11477.0,11425.0,11395.0,11275.0,11207.0,11069.0,10946.0,11093.0,11065.0,11303.666666666666
Massachusetts,62626.0,64873.0,63707.0,61786.0,63110.0,62479.0,62104.0,64864.0,60385.0,64106.0,65196.0,65193.0,63369.083333333336
New Hampshire,7868.0,7794.0,7668.0,7699.0,7672.0,7748.0,7564.0,7725.0,7716.0,7532.0,7561.0,7626.0,7681.083333333333
New York,251815.0,250813.0,247829.0,246080.0,244604.0,244720.0,244114.0,245053.0,244539.0,241793.0,243847.0,242993.0,245683.33333333334
Rhode Island,11152.0,11103.0,11047.0,10882.0,10540.0,10773.0,10698.0,10945.0,10907.0,10574.0,10786.0,11036.0,10870.25
Vermont,8083.0,7995.0,7840.0,7842.0,7647.0,7547.0,7606.0,7434.0,7305.0,7187.0,7128.0,7085.0,7558.25
"Indian Township, ME",37.0,36.0,35.0,37.0,42.0,47.0,45.0,47.0,50.0,48.0,43.0,45.0,42.666666666666664
"Pleasant Point, ME",35.0,35.0,29.0,28.0,31.0,31.0,35.0,37.0,40.0,38.0,37.0,34.0,34.166666666666664
"Seneca Nation, NY",87.0,94.0,82.0,83.0,89.0,67.0,73.0,68.0,70.0,75.0,73.0,81.0,78.5
Delaware,9236.0,9110.0,9053.0,9141.0,9036.0,8959.0,8909.0,8767.0,8549.0,8429.0,8644.0,8675.0,8875.666666666666
District of Columbia,6381.0,6489.0,6436.0,6289.0,6220.0,6290.0,6309.0,6363.0,6280.0,6184.0,6362.0,6318.0,6326.75
Maryland,74741.0,73979.0,73106.0,72229.0,72666.0,72524.0,72837.0,72748.0,73176.0,72023.0,72648.0,72125.0,72900.16666666667
New Jersey,87163.0,85396.0,84753.0,84019.0,83554.0,83267.0,82315.0,83143.0,82863.0,82675.0,83561.0,83317.0,83835.5
Pennsylvania,125853.0,124782.0,123801.0,121911.0,120720.0,121201.0,120522.0,120332.0,120612.0,119229.0,119155.0,118686.0,121400.33333333333
Puerto Rico,104253.0,103403.0,104919.0,102367.0,101855.0,99961.0,98761.0,96871.0,96620.0,94613.0,94743.0,94113.0,99373.25
Virginia,67953.0,66017.0,64741.0,63553.0,62943.0,63537.0,63233.0,63472.0,63265.0,62918.0,63322.0,62923.0,63989.75
Virgin Islands,2265.0,2275.0,2267.0,2261.0,2267.0,2204.0,2175.0,2201.0,2147.0,2098.0,2102.0,2127.0,2199.0833333333335
West Virginia,20807.0,20503.0,20317.0,20183.0,19982.0,20182.0,20129.0,20035.0,19997.0,19916.0,20364.0,20311.0,20227.166666666668
Alabama,65308.0,63964.0,63253.0,63520.0,62451.0,62391.0,61824.0,62128.0,62409.0,61759.0,62948.0,62936.0,62907.583333333336
Florida,251741.0,247891.0,244228.0,244240.0,241693.0,243191.0,242763.0,243027.0,242848.0,243245.0,245109.0,243894.0,244489.16666666666
Georgia,129985.0,128524.0,128203.0,133689.0,132667.0,133022.0,132686.0,132851.0,133908.0,132993.0,134701.0,134048.0,132273.08333333334
Kentucky,58827.0,57624.0,56631.0,56122.0,55728.0,55950.0,55696.0,55644.0,55441.0,55428.0,56523.0,56674.0,56357.333333333336
Mississippi,41352.0,40685.0,39243.0,38973.0,38280.0,38098.0,37333.0,37865.0,38553.0,38218.0,38863.0,39545.0,38917.333333333336
North Carolina,126858.0,125068.0,123567.0,122737.0,121739.0,121486.0,120700.0,121364.0,121193.0,120714.0,121730.0,121442.0,122383.16666666667
South Carolina,49846.0,49594.0,49096.0,49199.0,49451.0,49568.0,48519.0,48134.0,48214.0,48201.0,48919.0,48531.0,48939.333333333336
Tennessee,67705.0,66241.0,64994.0,63764.0,63254.0,63279.0,63478.0,63795.0,64222.0,63782.0,65652.0,65634.0,64650
"Choctaw Indians, MS",483.0,454.0,393.0,429.0,380.0,370.0,398.0,406.0,430.0,410.0,454.0,447.0,421.1666666666667
"Eastern Cherokee, NC",360.0,373.0,362.0,339.0,329.0,329.0,355.0,334.0,309.0,304.0,337.0,350.0,340.0833333333333
Illinois,111281.0,109450.0,108224.0,107775.0,107317.0,108388.0,106905.0,106932.0,106171.0,104016.0,106602.0,106824.0,107490.41666666667
Indiana,77938.0,76712.0,76277.0,76495.0,75496.0,75649.0,74794.0,74653.0,74465.0,73328.0,74722.0,75297.0,75485.5
Michigan,128640.0,126824.0,124731.0,124688.0,123646.0,123953.0,124103.0,124365.0,124093.0,123284.0,124120.0,124308.0,124729.58333333333
Minnesota,65068.0,64257.0,63762.0,63495.0,62772.0,62898.0,62529.0,62780.0,63087.0,62911.0,63412.0,63381.0,63362.666666666664
Ohio,116392.0,114511.0,106094.0,104965.0,103834.0,103676.0,103565.0,102630.0,102960.0,101521.0,102790.0,102820.0,105479.83333333333
Wisconsin,55861.0,55024.0,54180.0,53852.0,53197.0,53367.0,53110.0,53179.0,53229.0,53044.0,53581.0,53434.0,53754.833333333336
Arkansas,37970.0,36663.0,36223.0,36171.0,35919.0,35635.0,35993.0,36122.0,36334.0,36130.0,36650.0,36301.0,36342.583333333336
Louisiana,59676.0,58771.0,58245.0,57691.0,57421.0,56885.0,56073.0,55578.0,56364.0,56127.0,57148.0,56456.0,57202.916666666664
New Mexico,26327.0,25728.0,25303.0,25261.0,24951.0,23973.0,23595.0,23518.0,24842.0,24766.0,25197.0,25016.0,24873.083333333332
Oklahoma,42725.0,41612.0,40969.0,41364.0,41356.0,41866.0,41697.0,41332.0,41824.0,42105.0,43111.0,42821.0,41898.5
Texas,,,,,,,,,,,,, 
Texas,427527.0,425106.0,417395.0,415922.0,415793.0,414357.0,411483.0,411501.0,413866.0,409220.0,413130.0,412670.0,415664.1666666667
"Acoma, Canoncito & Laguna, NM",215.0,249.0,212.0,232.0,192.0,207.0,191.0,219.0,210.0,235.0,213.0,222.0,216.41666666666666
"Eight Northern Pueblos, NM",130.0,150.0,144.0,128.0,128.0,122.0,124.0,121.0,119.0,122.0,126.0,129.0,128.58333333333334
"Five Sandoval Pueblos, NM",112.0,115.0,124.0,128.0,132.0,130.0,123.0,122.0,121.0,129.0,120.0,117.0,122.75
"Isleta Pueblo, NM",547.0,541.0,540.0,556.0,566.0,567.0,576.0,553.0,576.0,578.0,612.0,601.0,567.75
"San Felipe Pueblo, NM",166.0,174.0,164.0,174.0,160.0,149.0,164.0,158.0,164.0,164.0,172.0,171.0,165
"Santo Domingo Tribe, NM",101.0,110.0,109.0,106.0,101.0,92.0,98.0,96.0,102.0,107.0,108.0,100.0,102.5
"Zuni Pueblo, NM",435.0,405.0,426.0,426.0,434.0,404.0,432.0,395.0,432.0,420.0,450.0,392.0,420.9166666666667
"Cherokee Nation, OK",3753.0,3618.0,3540.0,3480.0,3362.0,3419.0,3202.0,3261.0,3387.0,3461.0,3497.0,3539.0,3459.9166666666665
"Chickasaw Nation, OK",1977.0,1923.0,1871.0,1876.0,1861.0,1824.0,1856.0,1925.0,1895.0,1908.0,2014.0,1992.0,1910.1666666666667
"Choctaw Nation, OK",2254.0,2269.0,2249.0,2204.0,2218.0,2174.0,2169.0,2109.0,2147.0,2118.0,2189.0,2199.0,2191.5833333333335
"Citizen Potawatomi Nation, OK",644.0,606.0,594.0,619.0,616.0,637.0,627.0,631.0,646.0,636.0,683.0,696.0,636.25
"Inter-Tribal Council, OK",497.0,498.0,478.0,486.0,456.0,451.0,440.0,427.0,445.0,447.0,452.0,442.0,459.9166666666667
"Muscogee Creek Nation, OK",1649.0,1658.0,1610.0,1627.0,1623.0,1621.0,1584.0,1603.0,1614.0,1621.0,1683.0,1699.0,1632.6666666666667
"Osage Tribal Council, OK",1307.0,1292.0,1293.0,1301.0,1300.0,1304.0,1295.0,1315.0,1337.0,1347.0,1378.0,1398.0,1322.25
"Otoe-Missouria Tribe, OK",265.0,267.0,240.0,252.0,247.0,259.0,259.0,266.0,258.0,241.0,262.0,237.0,254.41666666666666
"Wichita, Caddo & Delaware (WCD), OK",2203.0,2188.0,2166.0,2214.0,2203.0,2175.0,2180.0,2197.0,2243.0,2200.0,2194.0,2141.0,2192
Colorado,46308.0,45453.0,44627.0,43861.0,43601.0,43775.0,43482.0,43467.0,43312.0,42811.0,43601.0,43341.0,43969.916666666664
Iowa,31935.0,31438.0,31247.0,31055.0,30625.0,30673.0,30245.0,30759.0,31171.0,31393.0,32217.0,32774.0,31294.333333333332
Kansas,31714.0,30914.0,30674.0,30661.0,30563.0,29972.0,30023.0,30026.0,30213.0,29642.0,30300.0,30775.0,30456.416666666668
Missouri,62545.0,62075.0,61646.0,61500.0,61203.0,60886.0,60647.0,59896.0,59773.0,58885.0,59616.0,59262.0,60661.166666666664
Montana,9383.0,9512.0,9515.0,9586.0,9471.0,9411.0,9265.0,9239.0,9306.0,9219.0,9358.0,9496.0,9396.75
Nebraska,19172.0,19706.0,20060.0,20200.0,19995.0,19923.0,19738.0,19814.0,19949.0,19918.0,20103.0,20096.0,19889.5
North Dakota,6140.0,6026.0,6379.0,6549.0,6422.0,6426.0,6410.0,6454.0,6421.0,6313.0,6488.0,6449.0,6373.083333333333
South Dakota,9450.0,9229.0,9148.0,9361.0,9145.0,9200.0,9140.0,9146.0,9130.0,9017.0,9232.0,9206.0,9200.333333333334
Utah,30032.0,29686.0,29272.0,29059.0,29226.0,29454.0,29473.0,29335.0,29506.0,29242.0,29702.0,29683.0,29472.5
Wyoming,5229.0,5217.0,5187.0,5181.0,5120.0,5015.0,5044.0,5114.0,5146.0,5068.0,5096.0,5091.0,5125.666666666667
"Ute Mountain Ute Tribe, CO",102.0,109.0,99.0,101.0,96.0,97.0,103.0,99.0,107.0,113.0,99.0,97.0,101.83333333333333
