State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
Connecticut,939.0,948.0,916.0,943.0,938.0,998.0,982.0,1041.0,977.0,938.0,992.0,982.0,966.1666666666666
Maine,797.0,804.0,799.0,806.0,821.0,801.0,813.0,813.0,819.0,781.0,792.0,785.0,802.5833333333334
Massachusetts,3182.0,3238.0,3249.0,3297.0,3284.0,3360.0,3376.0,3328.0,3232.0,3192.0,3326.0,3302.0,3280.5
New Hampshire,695.0,653.0,662.0,640.0,634.0,665.0,657.0,670.0,671.0,662.0,655.0,620.0,657.0
New York,10094.0,9867.0,9869.0,9861.0,9866.0,10162.0,10152.0,10392.0,10262.0,10028.0,10093.0,10134.0,10065.0
Rhode Island,484.0,492.0,490.0,498.0,503.0,516.0,455.0,463.0,455.0,435.0,445.0,429.0,472.0833333333333
Vermont,741.0,756.0,700.0,778.0,763.0,749.0,769.0,752.0,752.0,747.0,727.0,729.0,746.9166666666666
"Indian Township, ME",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8333333333333334
"Pleasant Point, ME",0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.5
"Seneca Nation, NY",10.0,9.0,10.0,7.0,8.0,8.0,9.0,7.0,8.0,10.0,9.0,8.0,8.583333333333334
Delaware,565.0,465.0,404.0,378.0,397.0,396.0,414.0,405.0,414.0,407.0,390.0,361.0,416.3333333333333
District of Columbia,472.0,470.0,472.0,460.0,457.0,463.0,445.0,442.0,428.0,410.0,436.0,424.0,448.25
Maryland,4192.0,4076.0,4134.0,4040.0,4090.0,4146.0,4195.0,4124.0,4217.0,4075.0,4129.0,4070.0,4124.0
New Jersey,4382.0,4296.0,4336.0,4258.0,4285.0,4287.0,4258.0,4343.0,4401.0,4329.0,4295.0,4311.0,4315.083333333333
Pennsylvania,8646.0,8736.0,8710.0,8523.0,8562.0,8563.0,8523.0,8515.0,8504.0,8334.0,8525.0,8479.0,8551.666666666666
Puerto Rico,4656.0,4681.0,4615.0,4647.0,4663.0,4648.0,4717.0,4813.0,4932.0,4787.0,5030.0,4976.0,4763.75
Virginia,4236.0,4156.0,4081.0,3819.0,3872.0,3995.0,3916.0,3877.0,3821.0,3846.0,3926.0,3889.0,3952.8333333333335
Virgin Islands,116.0,120.0,110.0,120.0,115.0,100.0,96.0,93.0,93.0,91.0,93.0,97.0,103.66666666666667
West Virginia,1151.0,1106.0,1134.0,1105.0,1120.0,1161.0,1167.0,1131.0,1127.0,1126.0,1133.0,1207.0,1139.0
Alabama,1889.0,1883.0,1841.0,1832.0,1873.0,1895.0,1894.0,1920.0,1960.0,1932.0,1958.0,2045.0,1910.1666666666667
Florida,14113.0,14011.0,13986.0,14011.0,14030.0,14237.0,14094.0,13960.0,14014.0,14023.0,14337.0,14234.0,14087.5
Georgia,5649.0,5596.0,5460.0,4934.0,4928.0,5092.0,5003.0,5035.0,4302.0,4293.0,4403.0,4691.0,4948.833333333333
Kentucky,2243.0,2189.0,2135.0,2157.0,2166.0,2226.0,2170.0,2206.0,2221.0,2190.0,2233.0,2281.0,2201.4166666666665
Mississippi,789.0,778.0,715.0,717.0,773.0,769.0,761.0,765.0,755.0,734.0,779.0,795.0,760.8333333333334
North Carolina,8234.0,8089.0,8155.0,8015.0,8118.0,7899.0,7888.0,7881.0,7882.0,7849.0,8016.0,7987.0,8001.083333333333
