State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
Connecticut,970.0,988.0,957.0,990.0,959.0,988.0,926.0,924.0,881.0,868.0,897.0,864.0,934.3333333333334
Maine,807.0,822.0,808.0,813.0,815.0,804.0,815.0,821.0,829.0,810.0,814.0,808.0,813.8333333333334
Massachusetts,3147.0,3223.0,3224.0,3283.0,3258.0,3346.0,3349.0,3322.0,3208.0,3175.0,3288.0,3276.0,3258.25
New Hampshire,626.0,599.0,605.0,589.0,568.0,606.0,607.0,604.0,609.0,617.0,581.0,586.0,599.75
New York,11143.0,10993.0,10903.0,10950.0,11027.0,11257.0,11231.0,11425.0,11340.0,11112.0,11224.0,11219.0,11152.0
Rhode Island,352.0,371.0,365.0,368.0,358.0,382.0,371.0,376.0,366.0,350.0,341.0,342.0,361.8333333333333
Vermont,831.0,829.0,842.0,847.0,799.0,754.0,769.0,761.0,750.0,746.0,738.0,737.0,783.5833333333334
"Indian Township, ME",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8333333333333334
"Pleasant Point, ME",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.4166666666666667
"Seneca Nation, NY",8.0,6.0,7.0,5.0,7.0,5.0,7.0,5.0,10.0,9.0,9.0,7.0,7.083333333333333
Delaware,397.0,372.0,349.0,343.0,362.0,372.0,377.0,373.0,375.0,373.0,362.0,340.0,366.25
District of Columbia,583.0,599.0,602.0,595.0,628.0,652.0,645.0,626.0,621.0,621.0,626.0,663.0,621.75
Maryland,3690.0,3706.0,3630.0,3619.0,3669.0,3674.0,3732.0,3692.0,3688.0,3633.0,3603.0,3624.0,3663.3333333333335
New Jersey,4681.0,4599.0,4561.0,4471.0,4484.0,4512.0,4439.0,4494.0,4555.0,4526.0,4531.0,4517.0,4530.833333333333
Pennsylvania,7952.0,7948.0,7935.0,7868.0,7863.0,7891.0,7876.0,7891.0,7928.0,7731.0,7844.0,7870.0,7883.083333333333
Puerto Rico,4753.0,4771.0,4778.0,4743.0,4734.0,4755.0,4823.0,4838.0,4981.0,4859.0,5049.0,5007.0,4840.916666666667
Virginia,3815.0,3737.0,3692.0,3606.0,3660.0,3798.0,3732.0,3725.0,3636.0,3651.0,3699.0,3684.0,3702.9166666666665
Virgin Islands,99.0,112.0,96.0,91.0,101.0,91.0,84.0,83.0,82.0,75.0,83.0,81.0,89.83333333333333
West Virginia,1154.0,1105.0,1122.0,1106.0,1143.0,1162.0,1169.0,1133.0,1129.0,1137.0,1134.0,1149.0,1136.9166666666667
Alabama,1874.0,1894.0,1810.0,1811.0,1846.0,1883.0,1876.0,1889.0,1921.0,1897.0,1920.0,1962.0,1881.9166666666667
Florida,14457.0,14430.0,14240.0,14360.0,14326.0,14386.0,14341.0,14280.0,14215.0,14263.0,14549.0,14430.0,14356.416666666666
Georgia,5384.0,5303.0,5214.0,5202.0,5218.0,5290.0,5309.0,5361.0,6595.0,6486.0,6597.0,6160.0,5676.583333333333
Kentucky,2310.0,2269.0,2225.0,2255.0,2284.0,2312.0,2269.0,2291.0,2287.0,2274.0,2322.0,2346.0,2287.0
Mississippi,890.0,884.0,827.0,822.0,853.0,861.0,885.0,883.0,883.0,860.0,906.0,935.0,874.0833333333334
North Carolina,7519.0,7448.0,7330.0,7265.0,7448.0,7521.0,7496.0,7467.0,7468.0,7467.0,7651.0,7608.0,7474.0
South Carolina,2639.0,2637.0,2623.0,2575.0,2618.0,2650.0,2575.0,2528.0,2482.0,2524.0,2591.0,2587.0,2585.75
Tennessee,4263.0,4203.0,4144.0,4040.0,4073.0,4137.0,4152.0,4154.0,4157.0,4095.0,4212.0,4175.0,4150.416666666667
"Choctaw Indians, MS",3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.4166666666666665
"Eastern Cherokee, NC",31.0,33.0,30.0,29.0,27.0,29.0,29.0,31.0,22.0,24.0,25.0,22.0,27.666666666666668
Illinois,5077.0,4984.0,4809.0,4858.0,4875.0,4927.0,4739.0,4697.0,4657.0,4583.0,4685.0,4606.0,4791.416666666667
Indiana,3875.0,3868.0,3815.0,3834.0,3912.0,3950.0,3926.0,3880.0,3941.0,4120.0,4526.0,4912.0,4046.5833333333335
Michigan,6561.0,6595.0,6429.0,6346.0,6278.0,6389.0,6415.0,6440.0,6346.0,6398.0,6481.0,6503.0,6431.75
Minnesota,4159.0,4119.0,4073.0,4106.0,4112.0,4153.0,4102.0,4100.0,4143.0,4110.0,4193.0,4104.0,4122.833333333333
Ohio,6883.0,6611.0,7805.0,7711.0,7612.0,7603.0,7586.0,7627.0,7643.0,7606.0,7703.0,7777.0,7513.916666666667
Wisconsin,3506.0,3481.0,3369.0,3396.0,3437.0,3495.0,3522.0,3444.0,3404.0,3362.0,3424.0,3451.0,3440.9166666666665
Arkansas,2012.0,1950.0,1922.0,1969.0,1993.0,2056.0,2098.0,2076.0,2077.0,2104.0,2111.0,2146.0,2042.8333333333333
Louisiana,1877.0,1877.0,1870.0,1869.0,1861.0,1899.0,1887.0,1853.0,1904.0,1865.0,1994.0,2010.0,1897.1666666666667
New Mexico,2314.0,2238.0,2232.0,2318.0,2301.0,2279.0,2216.0,2216.0,2310.0,2253.0,2303.0,2238.0,2268.1666666666665
Oklahoma,2965.0,2873.0,2903.0,2912.0,2974.0,3076.0,3026.0,3039.0,3114.0,3078.0,3154.0,3180.0,3024.5
Texas,,,,,,,,,,,,,0.0
Texas,19307.0,19425.0,19266.0,19211.0,19320.0,19453.0,19319.0,19200.0,19334.0,19280.0,19369.0,19141.0,19302.083333333332
"Acoma, Canoncito & Laguna, NM",25.0,21.0,19.0,19.0,17.0,19.0,23.0,24.0,19.0,28.0,25.0,28.0,22.25
"Eight Northern Pueblos, NM",9.0,11.0,12.0,10.0,11.0,12.0,11.0,10.0,9.0,8.0,8.0,9.0,10.0
"Five Sandoval Pueblos, NM",7.0,9.0,9.0,16.0,16.0,16.0,12.0,15.0,16.0,13.0,15.0,11.0,12.916666666666666
"Isleta Pueblo, NM",47.0,41.0,37.0,40.0,40.0,45.0,42.0,45.0,52.0,56.0,55.0,51.0,45.916666666666664
"San Felipe Pueblo, NM",16.0,18.0,18.0,20.0,23.0,22.0,21.0,21.0,22.0,20.0,16.0,17.0,19.5
"Santo Domingo Tribe, NM",8.0,10.0,9.0,10.0,9.0,8.0,8.0,7.0,8.0,7.0,9.0,10.0,8.583333333333334
"Zuni Pueblo, NM",61.0,53.0,63.0,60.0,65.0,56.0,58.0,62.0,61.0,57.0,58.0,53.0,58.916666666666664
"Cherokee Nation, OK",167.0,162.0,174.0,187.0,172.0,176.0,164.0,153.0,167.0,171.0,183.0,184.0,171.66666666666666
"Chickasaw Nation, OK",137.0,143.0,149.0,151.0,155.0,159.0,173.0,177.0,183.0,173.0,190.0,183.0,164.41666666666666
"Choctaw Nation, OK",111.0,117.0,110.0,114.0,125.0,129.0,123.0,124.0,119.0,132.0,145.0,126.0,122.91666666666667
"Citizen Potawatomi Nation, OK",47.0,47.0,46.0,60.0,52.0,50.0,48.0,34.0,40.0,42.0,45.0,49.0,46.666666666666664
"Inter-Tribal Council, OK",26.0,32.0,38.0,40.0,40.0,39.0,35.0,34.0,31.0,30.0,33.0,31.0,34.083333333333336
"Muscogee Creek Nation, OK",88.0,88.0,101.0,104.0,100.0,104.0,91.0,88.0,79.0,84.0,84.0,91.0,91.83333333333333
"Osage Tribal Council, OK",54.0,51.0,59.0,58.0,63.0,58.0,49.0,52.0,57.0,54.0,52.0,58.0,55.416666666666664
"Otoe-Missouria Tribe, OK",23.0,15.0,16.0,18.0,18.0,16.0,16.0,13.0,17.0,22.0,24.0,25.0,18.583333333333332
