State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Connecticut,1737.0,1797.0,1821.0,1898.0,1851.0,1934.0,1949.0,1913.0,1859.0,1871.0,1931.0,1991.0,1879.3333333333333
Maine,546.0,517.0,512.0,525.0,484.0,509.0,514.0,512.0,509.0,514.0,508.0,532.0,515.1666666666666
Massachusetts,5320.0,5254.0,5136.0,5258.0,5227.0,5180.0,5154.0,5200.0,5198.0,5272.0,5163.0,5260.0,5218.5
New Hampshire,251.0,236.0,235.0,219.0,241.0,244.0,250.0,245.0,250.0,244.0,263.0,251.0,244.08333333333334
New York,39275.0,38235.0,37946.0,38018.0,37725.0,37864.0,37566.0,37268.0,37171.0,37179.0,37064.0,37458.0,37730.75
Rhode Island,612.0,606.0,577.0,588.0,581.0,576.0,587.0,579.0,566.0,594.0,586.0,617.0,589.0833333333334
Vermont,348.0,365.0,366.0,371.0,360.0,356.0,354.0,369.0,365.0,342.0,342.0,356.0,357.8333333333333
"Indian Township, ME",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pleasant Point, ME",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.9166666666666666
"Seneca Nation, NY",0.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,5.0,5.0,5.0,6.0,2.5833333333333335
Delaware,425.0,430.0,445.0,462.0,470.0,476.0,485.0,492.0,507.0,527.0,538.0,547.0,483.6666666666667
District of Columbia,930.0,893.0,888.0,886.0,882.0,868.0,893.0,898.0,877.0,885.0,884.0,900.0,890.3333333333334
Maryland,6739.0,6701.0,6651.0,6667.0,6733.0,6794.0,6869.0,6886.0,6895.0,6956.0,7057.0,7066.0,6834.5
New Jersey,8746.0,8638.0,8491.0,8560.0,8402.0,8354.0,8278.0,8404.0,8505.0,8683.0,8722.0,8987.0,8564.166666666666
Pennsylvania,2925.0,2857.0,2875.0,2905.0,2867.0,3001.0,3107.0,3148.0,3223.0,3172.0,3356.0,3318.0,3062.8333333333335
Puerto Rico,3549.0,3305.0,3192.0,3332.0,3397.0,3577.0,3434.0,3223.0,3270.0,3265.0,3366.0,3534.0,3370.3333333333335
Virginia,4659.0,4647.0,4631.0,4515.0,4543.0,4400.0,4016.0,3495.0,3018.0,2971.0,3090.0,3238.0,3935.25
Virgin Islands,504.0,479.0,488.0,497.0,512.0,526.0,535.0,547.0,541.0,503.0,490.0,491.0,509.4166666666667
West Virginia,465.0,425.0,391.0,356.0,367.0,400.0,367.0,352.0,363.0,365.0,363.0,419.0,386.0833333333333
Alabama,2371.0,2477.0,2574.0,2754.0,2224.0,2187.0,2168.0,2324.0,2227.0,2210.0,2114.0,2149.0,2314.9166666666665
Florida,19835.0,19651.0,19312.0,19269.0,19256.0,19154.0,19196.0,19372.0,19526.0,19906.0,20473.0,21079.0,19669.083333333332
Georgia,14311.0,13849.0,13906.0,14068.0,13975.0,14100.0,14216.0,14299.0,14498.0,14793.0,14881.0,14908.0,14317.0
Kentucky,3364.0,3317.0,3283.0,2116.0,2091.0,2111.0,2135.0,2163.0,2139.0,2198.0,2256.0,2348.0,2460.0833333333335
Mississippi,930.0,1090.0,1157.0,1141.0,1250.0,1254.0,1392.0,1442.0,1416.0,1481.0,1564.0,1513.0,1302.5
North Carolina,10922.0,11065.0,11145.0,11057.0,10810.0,10752.0,10788.0,10699.0,10530.0,10148.0,9903.0,9781.0,10633.333333333334
South Carolina,3535.0,3549.0,3544.0,3510.0,3447.0,3491.0,3443.0,3477.0,3555.0,3657.0,3783.0,4014.0,3583.75
Tennessee,4452.0,4367.0,4323.0,4277.0,4273.0,4269.0,4200.0,4209.0,4257.0,4389.0,4476.0,4601.0,4341.083333333333
"Choctaw Indians, MS",6.0,8.0,8.0,10.0,8.0,9.0,6.0,7.0,5.0,4.0,7.0,10.0,7.333333333333333
"Eastern Cherokee, NC",23.0,25.0,27.0,27.0,20.0,18.0,24.0,26.0,25.0,26.0,20.0,14.0,22.916666666666668
Illinois,11457.0,11458.0,11383.0,11414.0,11258.0,11367.0,11304.0,11324.0,11299.0,11511.0,11536.0,11668.0,11414.916666666666
Indiana,3348.0,3301.0,3352.0,3376.0,3332.0,3376.0,3369.0,3238.0,3154.0,3309.0,3406.0,3430.0,3332.5833333333335
Michigan,4569.0,4595.0,4475.0,4386.0,4296.0,4252.0,4249.0,4126.0,4094.0,4069.0,4123.0,4112.0,4278.833333333333
Minnesota,5517.0,5478.0,5546.0,5583.0,5381.0,5409.0,5360.0,5473.0,5563.0,5646.0,5672.0,5697.0,5527.083333333333
Ohio,6862.0,6883.0,6829.0,6830.0,6820.0,6718.0,6766.0,6750.0,6886.0,6902.0,6987.0,6940.0,6847.75
Wisconsin,2412.0,2298.0,2240.0,2217.0,2149.0,2086.0,2143.0,2156.0,2223.0,2255.0,2222.0,2329.0,2227.5
Arkansas,966.0,941.0,933.0,975.0,968.0,964.0,940.0,958.0,958.0,923.0,915.0,956.0,949.75
Louisiana,1746.0,1592.0,1649.0,1675.0,1677.0,1718.0,1774.0,1734.0,1654.0,1708.0,1765.0,1825.0,1709.75
New Mexico,2397.0,2342.0,2338.0,2266.0,2196.0,2266.0,2269.0,2239.0,2324.0,2364.0,2321.0,2433.0,2312.9166666666665
Oklahoma,1740.0,1729.0,1711.0,1788.0,1787.0,1743.0,1692.0,1737.0,1715.0,1757.0,1755.0,1790.0,1745.3333333333333
Texas,,,,,,,,,,,,,0.0
Texas,85754.0,85615.0,85536.0,86299.0,86310.0,86332.0,86327.0,86183.0,86047.0,86178.0,86205.0,86978.0,86147.0
