State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Connecticut,9403.0,9145.0,9061.0,9110.0,8761.0,8841.0,8794.0,8843.0,8802.0,8942.0,8881.0,8774.0,8946.416666666666
Maine,3821.0,3895.0,3948.0,3987.0,3921.0,3927.0,3883.0,3890.0,3853.0,3829.0,3872.0,3860.0,3890.5
Massachusetts,17527.0,17271.0,16699.0,17065.0,16773.0,16732.0,16881.0,17002.0,16736.0,16906.0,16803.0,16726.0,16926.75
New Hampshire,2940.0,2857.0,2869.0,2889.0,2847.0,2842.0,2832.0,2785.0,2723.0,2781.0,2766.0,2719.0,2820.8333333333335
New York,65346.0,64320.0,63323.0,62492.0,61986.0,62239.0,62246.0,62377.0,62281.0,62084.0,61827.0,62291.0,62734.333333333336
Rhode Island,4345.0,4260.0,4250.0,4273.0,4236.0,4288.0,4228.0,4235.0,4238.0,4220.0,4214.0,4233.0,4251.666666666667
Vermont,1661.0,1626.0,1581.0,1556.0,1563.0,1554.0,1570.0,1581.0,1586.0,1551.0,1548.0,1595.0,1581.0
"Indian Township, ME",7.0,8.0,7.0,8.0,9.0,10.0,9.0,10.0,14.0,14.0,16.0,18.0,10.833333333333334
"Pleasant Point, ME",23.0,22.0,21.0,19.0,20.0,19.0,20.0,18.0,13.0,13.0,12.0,12.0,17.666666666666668
"Seneca Nation, NY",36.0,33.0,37.0,41.0,40.0,42.0,46.0,46.0,53.0,48.0,46.0,46.0,42.833333333333336
Delaware,3848.0,4225.0,4141.0,4124.0,4146.0,4123.0,4118.0,4144.0,4144.0,4180.0,4198.0,4141.0,4127.666666666667
District of Columbia,3127.0,3004.0,2920.0,2924.0,2827.0,2880.0,2871.0,2915.0,2881.0,2875.0,2822.0,2755.0,2900.0833333333335
Maryland,22634.0,22233.0,21953.0,22105.0,21674.0,21785.0,21717.0,21779.0,21738.0,21925.0,21776.0,21738.0,21921.416666666668
New Jersey,22495.0,21871.0,21693.0,22165.0,22036.0,22192.0,22276.0,22485.0,22394.0,22527.0,22362.0,22466.0,22246.833333333332
Pennsylvania,51088.0,49718.0,49912.0,49551.0,48324.0,49324.0,49192.0,48789.0,48666.0,49067.0,48894.0,49389.0,49326.166666666664
Puerto Rico,28066.0,26901.0,26723.0,26393.0,26035.0,26278.0,26229.0,25929.0,25846.0,25558.0,25530.0,25531.0,26251.583333333332
Virginia,29098.0,28485.0,28085.0,28126.0,28085.0,28126.0,28279.0,28450.0,28409.0,28817.0,28839.0,28569.0,28447.333333333332
Virgin Islands,363.0,356.0,358.0,341.0,344.0,343.0,336.0,357.0,360.0,374.0,364.0,357.0,354.4166666666667
West Virginia,9848.0,9654.0,9548.0,8945.0,9020.0,9225.0,7789.0,8261.0,8669.0,8841.0,8814.0,8958.0,8964.333333333334
Alabama,28938.0,27132.0,28268.0,28765.0,28045.0,27908.0,28124.0,28468.0,28577.0,28935.0,29039.0,29366.0,28463.75
Florida,78844.0,78075.0,77565.0,78686.0,80524.0,82435.0,83107.0,83822.0,84340.0,85410.0,85203.0,85296.0,81942.25
Georgia,50055.0,49004.0,47110.0,48732.0,47659.0,47209.0,45949.0,46053.0,45331.0,44997.0,44935.0,45149.0,46848.583333333336
Kentucky,26511.0,25918.0,25667.0,25265.0,24912.0,25306.0,25345.0,25433.0,25270.0,25499.0,25392.0,25364.0,25490.166666666668
Mississippi,23623.0,23553.0,23919.0,23661.0,23017.0,23780.0,23652.0,23635.0,23860.0,23772.0,23857.0,23889.0,23684.833333333332
North Carolina,43933.0,43295.0,42605.0,42786.0,42749.0,43402.0,43658.0,44571.0,45693.0,45400.0,45026.0,44834.0,43996.0
South Carolina,26177.0,25545.0,25336.0,25195.0,24887.0,24999.0,24927.0,25230.0,25388.0,25682.0,25645.0,25648.0,25388.25
Tennessee,34413.0,33619.0,33398.0,33681.0,33422.0,33391.0,33627.0,33824.0,33692.0,34162.0,34256.0,34279.0,33813.666666666664
"Choctaw Indians, MS",176.0,175.0,176.0,186.0,177.0,184.0,166.0,161.0,156.0,167.0,159.0,163.0,170.5
"Eastern Cherokee, NC",84.0,76.0,67.0,73.0,77.0,78.0,76.0,91.0,85.0,96.0,95.0,98.0,83.0
Illinois,54445.0,53162.0,52796.0,52851.0,52566.0,52939.0,53335.0,53344.0,53095.0,53507.0,53283.0,53177.0,53208.333333333336
Indiana,32936.0,32408.0,32015.0,31992.0,31805.0,32151.0,32320.0,32389.0,32259.0,32651.0,32588.0,32405.0,32326.583333333332
Michigan,49396.0,48745.0,47987.0,48250.0,47931.0,48353.0,48397.0,49149.0,49042.0,49628.0,49299.0,49036.0,48767.75
Minnesota,18170.0,18019.0,17878.0,17896.0,17716.0,17845.0,17928.0,18021.0,17821.0,17992.0,17861.0,17765.0,17909.333333333332
Ohio,58979.0,58041.0,57508.0,57420.0,56857.0,57012.0,57472.0,57639.0,57724.0,57898.0,57661.0,57486.0,57641.416666666664
Wisconsin,20443.0,20275.0,20078.0,20090.0,19818.0,19926.0,19998.0,20105.0,19984.0,20089.0,20076.0,20166.0,20087.333333333332
Arkansas,20015.0,19516.0,19465.0,19851.0,19611.0,19846.0,20159.0,20258.0,20222.0,20220.0,19991.0,19855.0,19917.416666666668
Louisiana,34068.0,32195.0,32368.0,33027.0,32906.0,33309.0,33850.0,33741.0,33957.0,34309.0,33855.0,34025.0,33467.5
New Mexico,9673.0,9439.0,9457.0,9584.0,9507.0,9561.0,9500.0,9482.0,9475.0,9510.0,9290.0,9322.0,9483.333333333334
Oklahoma,17789.0,17422.0,17245.0,17715.0,17367.0,17242.0,17554.0,17669.0,17516.0,17610.0,17551.0,17481.0,17513.416666666668
Texas,,,,,,,,,,,,,0.0
Texas,124325.0,120912.0,120341.0,122132.0,119935.0,118809.0,120520.0,120369.0,120665.0,122110.0,121051.0,120678.0,120987.25
"Acoma, Canoncito & Laguna, NM",54.0,55.0,54.0,63.0,62.0,60.0,57.0,60.0,51.0,53.0,53.0,53.0,56.25
"Eight Northern Pueblos, NM",38.0,37.0,37.0,44.0,41.0,43.0,43.0,49.0,44.0,41.0,38.0,42.0,41.416666666666664
"Five Sandoval Pueblos, NM",47.0,46.0,49.0,48.0,51.0,50.0,52.0,54.0,54.0,55.0,50.0,48.0,50.333333333333336
"Isleta Pueblo, NM",209.0,201.0,199.0,188.0,178.0,179.0,177.0,183.0,186.0,182.0,171.0,168.0,185.08333333333334
"San Felipe Pueblo, NM",36.0,28.0,25.0,23.0,25.0,26.0,24.0,29.0,27.0,30.0,30.0,35.0,28.166666666666668
"Santo Domingo Tribe, NM",24.0,23.0,23.0,25.0,23.0,21.0,10.0,22.0,20.0,20.0,21.0,20.0,21.0
"Zuni Pueblo, NM",53.0,55.0,52.0,53.0,57.0,56.0,55.0,51.0,56.0,53.0,58.0,57.0,54.666666666666664
"Cherokee Nation, OK",1724.0,1667.0,1669.0,1712.0,1678.0,1648.0,1655.0,1668.0,1673.0,1661.0,1664.0,1640.0,1671.5833333333333
"Chickasaw Nation, OK",799.0,799.0,796.0,799.0,773.0,766.0,771.0,784.0,792.0,789.0,778.0,779.0,785.4166666666666
"Choctaw Nation, OK",924.0,894.0,882.0,858.0,818.0,802.0,778.0,767.0,768.0,779.0,775.0,771.0,818.0
"Citizen Potawatomi Nation, OK",295.0,249.0,253.0,287.0,275.0,264.0,264.0,261.0,261.0,280.0,270.0,273.0,269.3333333333333
"Inter-Tribal Council, OK",197.0,186.0,178.0,190.0,189.0,192.0,207.0,203.0,194.0,186.0,176.0,180.0,189.83333333333334
"Muscogee Creek Nation, OK",546.0,535.0,532.0,527.0,557.0,553.0,557.0,573.0,568.0,570.0,585.0,588.0,557.5833333333334
"Osage Tribal Council, OK",657.0,641.0,645.0,647.0,673.0,684.0,685.0,683.0,659.0,657.0,650.0,682.0,663.5833333333334
"Otoe-Missouria Tribe, OK",109.0,103.0,105.0,96.0,91.0,91.0,89.0,89.0,87.0,87.0,90.0,95.0,94.33333333333333
"Wichita, Caddo & Delaware (WCD), OK",785.0,767.0,755.0,768.0,721.0,688.0,691.0,690.0,695.0,699.0,707.0,705.0,722.5833333333334
Colorado,15348.0,15011.0,14905.0,15228.0,15155.0,15270.0,15552.0,15486.0,15346.0,15309.0,15324.0,15297.0,15269.25
