State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Connecticut,29609.0,28435.0,27719.0,28180.0,26794.0,27475.0,27475.0,28084.0,27945.0,28522.0,28574.0,28714.0,28127.166666666668
Maine,13150.0,12777.0,12458.0,12430.0,12283.0,12388.0,12341.0,12361.0,12261.0,12241.0,12268.0,12230.0,12432.333333333334
Massachusetts,62801.0,66409.0,59556.0,61794.0,59578.0,59074.0,64659.0,62047.0,61363.0,65021.0,64826.0,65379.0,62708.916666666664
New Hampshire,7813.0,7609.0,7512.0,7556.0,7443.0,7414.0,7532.0,7565.0,7539.0,7523.0,7486.0,7607.0,7549.916666666667
New York,273263.0,267664.0,262113.0,259260.0,257025.0,257682.0,256974.0,258815.0,259168.0,258861.0,257653.0,258822.0,260608.33333333334
Rhode Island,12646.0,11960.0,11738.0,12097.0,11794.0,11717.0,11787.0,11954.0,11899.0,11667.0,11701.0,11810.0,11897.5
Vermont,8599.0,8614.0,8551.0,8588.0,8461.0,8408.0,8396.0,8393.0,8385.0,8404.0,8392.0,8459.0,8470.833333333334
"Indian Township, ME",46.0,51.0,47.0,48.0,49.0,45.0,42.0,37.0,39.0,47.0,47.0,48.0,45.5
"Pleasant Point, ME",38.0,35.0,37.0,37.0,38.0,43.0,45.0,48.0,52.0,51.0,50.0,46.0,43.333333333333336
"Seneca Nation, NY",44.0,40.0,41.0,44.0,43.0,42.0,43.0,52.0,56.0,62.0,61.0,55.0,48.583333333333336
Delaware,10699.0,10594.0,10314.0,10223.0,10140.0,10120.0,10027.0,10076.0,10161.0,10167.0,10227.0,10325.0,10256.083333333334
District of Columbia,7032.0,6712.0,6498.0,6496.0,6170.0,6132.0,6184.0,6174.0,6395.0,6388.0,6540.0,6641.0,6446.833333333333
Maryland,76493.0,74303.0,72151.0,71381.0,70552.0,70976.0,71865.0,72509.0,73268.0,74167.0,75523.0,76144.0,73277.66666666667
New Jersey,91185.0,89107.0,88050.0,88431.0,86638.0,87847.0,87477.0,89250.0,89621.0,90560.0,91139.0,91633.0,89244.83333333333
Pennsylvania,136246.0,134032.0,131689.0,130311.0,127689.0,128330.0,130281.0,132056.0,133810.0,134360.0,135288.0,135675.0,132480.58333333334
Puerto Rico,110461.0,104316.0,105205.0,102662.0,102641.0,107275.0,106768.0,104359.0,105078.0,105485.0,104974.0,105158.0,105365.16666666667
Virginia,78391.0,76396.0,73766.0,72844.0,71156.0,71280.0,70875.0,70286.0,68938.0,70256.0,70651.0,70556.0,72116.25
Virgin Islands,2659.0,2547.0,2560.0,2595.0,2582.0,2592.0,2516.0,2585.0,2576.0,2528.0,2506.0,2511.0,2563.0833333333335
West Virginia,23701.0,23113.0,22410.0,22183.0,21804.0,22177.0,22525.0,22412.0,22332.0,22326.0,22135.0,22047.0,22430.416666666668
Alabama,70332.0,61491.0,64327.0,68613.0,64647.0,64042.0,64160.0,65208.0,65794.0,66461.0,66706.0,67412.0,65766.08333333333
Florida,247772.0,239842.0,231960.0,229515.0,227905.0,228088.0,229176.0,231568.0,235323.0,239667.0,246080.0,249036.0,236327.66666666666
Georgia,146409.0,139140.0,139763.0,137218.0,133063.0,133941.0,135615.0,136978.0,138707.0,141184.0,142987.0,143661.0,139055.5
Kentucky,63254.0,61608.0,59558.0,59499.0,58984.0,60116.0,60687.0,61162.0,61453.0,62016.0,62594.0,62674.0,61133.75
Mississippi,42552.0,39718.0,39363.0,38758.0,36921.0,38529.0,39696.0,40372.0,41381.0,42463.0,43322.0,44025.0,40591.666666666664
North Carolina,137166.0,134552.0,132117.0,132268.0,130488.0,131770.0,131618.0,131725.0,131154.0,131496.0,132036.0,132605.0,132416.25
South Carolina,54380.0,52176.0,50102.0,49385.0,47700.0,47810.0,47653.0,48738.0,50296.0,52004.0,53262.0,54071.0,50631.416666666664
Tennessee,73992.0,71637.0,69807.0,69776.0,68535.0,68709.0,68432.0,68956.0,69960.0,70967.0,71829.0,72212.0,70401
"Choctaw Indians, MS",505.0,487.0,437.0,461.0,393.0,397.0,418.0,411.0,471.0,470.0,509.0,481.0,453.3333333333333
"Eastern Cherokee, NC",361.0,355.0,304.0,287.0,309.0,340.0,365.0,347.0,322.0,350.0,364.0,378.0,340.1666666666667
Illinois,136081.0,131901.0,128931.0,129312.0,129113.0,131393.0,132169.0,133040.0,133136.0,133330.0,132650.0,132994.0,132004.16666666666
Indiana,80702.0,78258.0,76616.0,75628.0,74650.0,75380.0,76028.0,76836.0,77538.0,79746.0,82033.0,83206.0,78051.75
Michigan,133440.0,131588.0,129098.0,129702.0,128882.0,131325.0,131738.0,132831.0,133402.0,134397.0,135051.0,134805.0,132188.25
Minnesota,67421.0,65966.0,64341.0,65125.0,64345.0,64731.0,65117.0,65786.0,65645.0,66519.0,66864.0,66971.0,65735.91666666667
Ohio,131742.0,128978.0,125943.0,124641.0,122642.0,122070.0,123920.0,124156.0,125531.0,125631.0,126395.0,127295.0,125745.33333333333
Wisconsin,60369.0,59242.0,57689.0,57509.0,56361.0,56644.0,57480.0,58151.0,58473.0,59328.0,59773.0,60097.0,58426.333333333336
Arkansas,39152.0,37357.0,36591.0,38163.0,37462.0,38038.0,39240.0,40197.0,40363.0,40204.0,40281.0,39771.0,38901.583333333336
Louisiana,66496.0,59955.0,58014.0,58182.0,57638.0,57378.0,58433.0,58768.0,59951.0,60535.0,61605.0,62041.0,59916.333333333336
New Mexico,29174.0,27780.0,27870.0,28441.0,27913.0,28424.0,28517.0,28656.0,28898.0,29081.0,28737.0,28936.0,28535.583333333332
