State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Connecticut,3242.0,3209.0,3230.0,3373.0,3221.0,3308.0,3323.0,3306.0,3258.0,3334.0,3315.0,3352.0,3289.25
Maine,564.0,535.0,529.0,560.0,530.0,552.0,560.0,547.0,554.0,563.0,558.0,566.0,551.5
Massachusetts,6153.0,5977.0,5949.0,6052.0,6007.0,6023.0,5997.0,6011.0,6043.0,6096.0,5982.0,6084.0,6031.166666666667
New Hampshire,297.0,288.0,272.0,272.0,284.0,309.0,303.0,295.0,298.0,322.0,321.0,312.0,297.75
New York,39614.0,38698.0,38491.0,38552.0,38348.0,38194.0,37922.0,37737.0,37698.0,37702.0,37766.0,38051.0,38231.083333333336
Rhode Island,717.0,641.0,653.0,673.0,640.0,645.0,646.0,633.0,629.0,650.0,616.0,661.0,650.3333333333334
Vermont,369.0,369.0,386.0,359.0,373.0,362.0,359.0,366.0,353.0,329.0,334.0,331.0,357.5
"Indian Township, ME",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pleasant Point, ME",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.5833333333333334
"Seneca Nation, NY",3.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,5.0,6.0,2.75
Delaware,882.0,639.0,677.0,687.0,725.0,721.0,727.0,729.0,721.0,758.0,752.0,751.0,730.75
District of Columbia,1159.0,1115.0,1117.0,1095.0,1085.0,1054.0,1080.0,1035.0,1045.0,1074.0,1076.0,1106.0,1086.75
Maryland,8014.0,7865.0,7782.0,7915.0,7900.0,7996.0,8059.0,8024.0,8077.0,8267.0,8301.0,8406.0,8050.5
New Jersey,10168.0,9958.0,10086.0,10243.0,10098.0,10161.0,10058.0,10268.0,10361.0,10450.0,10471.0,10648.0,10247.5
Pennsylvania,2195.0,2164.0,2207.0,2242.0,2253.0,2392.0,2404.0,2398.0,2447.0,2447.0,2489.0,2520.0,2346.5
Puerto Rico,3912.0,3574.0,3423.0,3634.0,3695.0,3860.0,3651.0,3543.0,3539.0,3513.0,3633.0,3769.0,3645.5
Virginia,5252.0,5170.0,5076.0,4947.0,4976.0,4930.0,4582.0,4207.0,3885.0,3917.0,4027.0,3985.0,4579.5
Virgin Islands,597.0,576.0,563.0,575.0,584.0,598.0,599.0,606.0,584.0,559.0,530.0,557.0,577.3333333333334
West Virginia,446.0,420.0,379.0,984.0,810.0,615.0,1838.0,1559.0,1141.0,925.0,955.0,956.0,919.0
Alabama,3792.0,3298.0,3657.0,3948.0,3649.0,3694.0,3720.0,3861.0,3717.0,3634.0,3509.0,3366.0,3653.75
Florida,22303.0,21536.0,20886.0,20290.0,20014.0,19695.0,19670.0,19717.0,19656.0,20168.0,20572.0,21155.0,20471.833333333332
Georgia,10359.0,9950.0,9879.0,10177.0,10333.0,10718.0,11204.0,11888.0,12252.0,12597.0,12729.0,12843.0,11244.083333333334
Kentucky,3992.0,3862.0,3807.0,3187.0,3125.0,3184.0,3224.0,3273.0,3225.0,3257.0,3284.0,3347.0,3397.25
Mississippi,1439.0,1265.0,1374.0,1364.0,1420.0,1332.0,1417.0,1529.0,1505.0,1542.0,1577.0,1607.0,1447.5833333333333
North Carolina,11487.0,11551.0,11691.0,11553.0,11322.0,11310.0,11066.0,10311.0,8842.0,9587.0,9928.0,9989.0,10719.75
South Carolina,4259.0,4107.0,4115.0,4087.0,4043.0,4096.0,4056.0,4129.0,4219.0,4369.0,4429.0,4643.0,4212.666666666667
Tennessee,4599.0,4501.0,4483.0,4442.0,4406.0,4416.0,4375.0,4378.0,4396.0,4509.0,4600.0,4751.0,4488.0
"Choctaw Indians, MS",10.0,11.0,10.0,7.0,6.0,9.0,12.0,7.0,8.0,6.0,13.0,15.0,9.5
"Eastern Cherokee, NC",23.0,25.0,27.0,27.0,20.0,16.0,16.0,19.0,15.0,12.0,19.0,19.0,19.833333333333332
Illinois,11729.0,11744.0,11709.0,11751.0,11603.0,11722.0,11627.0,11664.0,11642.0,11834.0,11879.0,12086.0,11749.166666666666
Indiana,3703.0,3609.0,3661.0,3694.0,3666.0,3717.0,3675.0,3560.0,3527.0,3757.0,3748.0,3749.0,3672.1666666666665
Michigan,6009.0,5837.0,5711.0,5728.0,5495.0,5528.0,5402.0,5344.0,5377.0,5304.0,5288.0,5288.0,5525.916666666667
Minnesota,5540.0,5444.0,5416.0,5503.0,5596.0,5609.0,5584.0,5677.0,5798.0,5911.0,5939.0,5922.0,5661.583333333333
Ohio,2140.0,2046.0,2043.0,2013.0,2062.0,2066.0,2123.0,2135.0,2173.0,2244.0,2245.0,2209.0,2124.9166666666665
Wisconsin,2597.0,2462.0,2436.0,2375.0,2331.0,2263.0,2315.0,2351.0,2395.0,2493.0,2428.0,2482.0,2410.6666666666665
Arkansas,1077.0,1047.0,1044.0,1077.0,1077.0,1052.0,1044.0,1068.0,1059.0,1033.0,1017.0,1051.0,1053.8333333333333
Louisiana,2282.0,2055.0,2104.0,2152.0,2165.0,2237.0,2317.0,2277.0,2207.0,2256.0,2357.0,2459.0,2239.0
New Mexico,1096.0,1021.0,1047.0,1011.0,1011.0,1043.0,1050.0,1034.0,1088.0,1127.0,1081.0,1180.0,1065.75
Oklahoma,1556.0,1538.0,1521.0,1591.0,1621.0,1553.0,1546.0,1573.0,1613.0,1653.0,1664.0,1741.0,1597.5
Texas,,,,,,,,,,,,,0.0
Texas,80348.0,80234.0,80557.0,80405.0,81085.0,82190.0,80711.0,80996.0,80569.0,80507.0,80564.0,81360.0,80793.83333333333
"Acoma, Canoncito & Laguna, NM",16.0,12.0,15.0,21.0,16.0,15.0,14.0,21.0,23.0,21.0,19.0,18.0,17.583333333333332
"Eight Northern Pueblos, NM",6.0,8.0,7.0,6.0,9.0,10.0,6.0,5.0,5.0,6.0,4.0,7.0,6.583333333333333
"Five Sandoval Pueblos, NM",6.0,10.0,8.0,8.0,6.0,6.0,9.0,5.0,5.0,5.0,3.0,4.0,6.25
