State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Connecticut,11621.0,11235.0,10930.0,11208.0,10739.0,11019.0,11173.0,11363.0,11325.0,11567.0,11505.0,11556.0,11270.083333333334
Maine,5171.0,5033.0,4904.0,5007.0,4940.0,4997.0,4937.0,4939.0,4818.0,4914.0,4795.0,4816.0,4939.25
Massachusetts,26873.0,26266.0,25278.0,25954.0,25384.0,25793.0,26061.0,26275.0,26078.0,26313.0,26021.0,26247.0,26045.25
New Hampshire,3555.0,3384.0,3365.0,3406.0,3369.0,3436.0,3506.0,3491.0,3428.0,3418.0,3411.0,3395.0,3430.3333333333335
New York,119140.0,115833.0,113699.0,113789.0,112611.0,114078.0,114459.0,115847.0,115887.0,115971.0,115060.0,115856.0,115185.83333333333
Rhode Island,5074.0,4784.0,4740.0,4833.0,4760.0,4828.0,4878.0,4862.0,4835.0,4845.0,4831.0,4896.0,4847.166666666667
Vermont,3139.0,3159.0,3145.0,3112.0,3094.0,3055.0,3040.0,3027.0,3006.0,3021.0,2984.0,3020.0,3066.8333333333335
"Indian Township, ME",10.0,12.0,13.0,13.0,16.0,15.0,17.0,15.0,16.0,18.0,21.0,22.0,15.666666666666666
"Pleasant Point, ME",12.0,11.0,6.0,7.0,9.0,11.0,13.0,14.0,15.0,20.0,20.0,21.0,13.25
"Seneca Nation, NY",35.0,30.0,35.0,37.0,36.0,31.0,29.0,28.0,42.0,42.0,42.0,35.0,35.166666666666664
Delaware,4479.0,4459.0,4342.0,4299.0,4343.0,4303.0,4319.0,4368.0,4440.0,4548.0,4492.0,4496.0,4407.333333333333
District of Columbia,3954.0,3836.0,3678.0,3707.0,3572.0,3569.0,3627.0,3666.0,3746.0,3774.0,3793.0,3791.0,3726.0833333333335
Maryland,33921.0,33209.0,32237.0,32581.0,32394.0,32587.0,33258.0,33517.0,34034.0,34409.0,34381.0,34868.0,33449.666666666664
New Jersey,37813.0,36626.0,36306.0,36767.0,36116.0,36729.0,36756.0,37346.0,37398.0,37871.0,37763.0,38001.0,37124.333333333336
Pennsylvania,57199.0,56456.0,54864.0,54749.0,53737.0,54290.0,55306.0,55619.0,55522.0,56185.0,56347.0,56346.0,55551.666666666664
Puerto Rico,35426.0,33395.0,33299.0,33148.0,33603.0,34775.0,34448.0,33964.0,34130.0,34001.0,34192.0,34298.0,34056.583333333336
Virginia,39151.0,37925.0,36757.0,36259.0,35903.0,35731.0,35145.0,34164.0,33512.0,34352.0,34464.0,34940.0,35691.916666666664
Virgin Islands,1124.0,1049.0,1026.0,1037.0,1063.0,1084.0,1061.0,1084.0,1089.0,1086.0,1075.0,1085.0,1071.9166666666667
West Virginia,10785.0,10464.0,10103.0,10122.0,9995.0,10144.0,10320.0,10341.0,10299.0,10382.0,10263.0,10387.0,10300.416666666666
Alabama,31974.0,29227.0,30486.0,31858.0,30185.0,30276.0,30862.0,31585.0,31901.0,32220.0,32299.0,32759.0,31302.666666666668
Florida,116744.0,114072.0,110838.0,111319.0,112157.0,112433.0,113771.0,114433.0,115998.0,117523.0,119052.0,120833.0,114931.08333333333
Georgia,69434.0,66674.0,66670.0,67186.0,65855.0,66701.0,67374.0,68273.0,68842.0,69463.0,69522.0,69933.0,67993.91666666667
Kentucky,30922.0,30138.0,29320.0,28317.0,28300.0,28721.0,28927.0,29109.0,29207.0,29455.0,29392.0,29519.0,29277.25
Mississippi,19777.0,18987.0,19190.0,19694.0,19368.0,20474.0,21123.0,21698.0,22185.0,22274.0,22417.0,22246.0,20786.083333333332
North Carolina,62388.0,61129.0,60011.0,60033.0,59153.0,59866.0,60444.0,60674.0,60772.0,61304.0,61062.0,60681.0,60626.416666666664
South Carolina,31215.0,30436.0,29657.0,29935.0,29226.0,29503.0,29696.0,30270.0,30958.0,31487.0,31756.0,32057.0,30516.333333333332
Tennessee,41924.0,40889.0,39808.0,40359.0,40055.0,40310.0,40634.0,41236.0,41841.0,42103.0,42206.0,42184.0,41129.083333333336
"Choctaw Indians, MS",141.0,131.0,122.0,138.0,114.0,120.0,118.0,128.0,132.0,143.0,155.0,155.0,133.08333333333334
"Eastern Cherokee, NC",139.0,137.0,126.0,118.0,125.0,144.0,141.0,147.0,136.0,138.0,136.0,132.0,134.91666666666666
Illinois,64465.0,62509.0,61148.0,61437.0,61250.0,62616.0,63150.0,63586.0,63330.0,64362.0,64340.0,64441.0,63052.833333333336
Indiana,38957.0,37689.0,36672.0,36696.0,36544.0,37009.0,37502.0,37746.0,37789.0,38588.0,38849.0,38667.0,37725.666666666664
Michigan,58537.0,57529.0,56043.0,56566.0,55836.0,56578.0,56415.0,57150.0,57361.0,57850.0,57567.0,57567.0,57083.25
Minnesota,28700.0,28335.0,27971.0,28520.0,28129.0,28262.0,28501.0,28568.0,28371.0,28631.0,28309.0,28265.0,28380.166666666668
Ohio,60303.0,59347.0,57937.0,58120.0,57416.0,57459.0,58691.0,58846.0,59163.0,59572.0,59481.0,59662.0,58833.083333333336
Wisconsin,25456.0,24978.0,24336.0,24530.0,24221.0,24282.0,24541.0,24490.0,24460.0,24826.0,24623.0,24819.0,24630.166666666668
Arkansas,21423.0,20683.0,20296.0,21070.0,20636.0,20873.0,21527.0,21918.0,22016.0,22088.0,21636.0,21472.0,21303.166666666668
Louisiana,34441.0,32230.0,31855.0,32476.0,32440.0,32546.0,33128.0,33296.0,33870.0,33986.0,34297.0,34668.0,33269.416666666664
New Mexico,13667.0,12997.0,13054.0,13645.0,13526.0,13533.0,13629.0,13529.0,13646.0,13787.0,13210.0,13553.0,13481.333333333334
Oklahoma,22511.0,21505.0,20933.0,22042.0,21727.0,21540.0,21942.0,22352.0,22484.0,22784.0,22757.0,23042.0,22134.916666666668
Texas,,,,,,,,,,,,, 
Texas,248341.0,242446.0,237584.0,241283.0,240239.0,240495.0,241741.0,242690.0,244285.0,245775.0,245043.0,245931.0,242987.75
"Acoma, Canoncito & Laguna, NM",116.0,114.0,120.0,126.0,116.0,118.0,121.0,120.0,117.0,116.0,107.0,108.0,116.58333333333333
"Eight Northern Pueblos, NM",57.0,54.0,60.0,50.0,47.0,52.0,52.0,51.0,46.0,46.0,39.0,46.0,50
"Five Sandoval Pueblos, NM",57.0,59.0,61.0,61.0,59.0,59.0,52.0,54.0,52.0,61.0,50.0,59.0,57
"Isleta Pueblo, NM",220.0,221.0,220.0,229.0,208.0,193.0,221.0,214.0,230.0,218.0,212.0,218.0,217
"San Felipe Pueblo, NM",54.0,58.0,43.0,55.0,53.0,55.0,44.0,64.0,57.0,56.0,56.0,56.0,54.25
"Santo Domingo Tribe, NM",45.0,36.0,36.0,33.0,33.0,35.0,34.0,33.0,32.0,33.0,32.0,31.0,34.416666666666664
"Zuni Pueblo, NM",159.0,146.0,148.0,158.0,174.0,166.0,176.0,153.0,179.0,172.0,183.0,150.0,163.66666666666666
"Cherokee Nation, OK",1644.0,1558.0,1500.0,1571.0,1515.0,1506.0,1521.0,1538.0,1549.0,1528.0,1563.0,1598.0,1549.25
"Chickasaw Nation, OK",962.0,942.0,938.0,980.0,936.0,901.0,918.0,901.0,885.0,882.0,881.0,836.0,913.5
"Choctaw Nation, OK",914.0,865.0,828.0,799.0,782.0,780.0,759.0,786.0,822.0,840.0,828.0,848.0,820.9166666666666
"Citizen Potawatomi Nation, OK",297.0,246.0,252.0,295.0,288.0,276.0,301.0,307.0,301.0,296.0,302.0,312.0,289.4166666666667
"Inter-Tribal Council, OK",210.0,206.0,191.0,194.0,206.0,194.0,196.0,193.0,201.0,190.0,187.0,188.0,196.33333333333334
"Muscogee Creek Nation, OK",626.0,607.0,576.0,593.0,606.0,604.0,611.0,622.0,610.0,603.0,611.0,612.0,606.75
"Osage Tribal Council, OK",502.0,536.0,536.0,556.0,520.0,520.0,513.0,509.0,504.0,526.0,515.0,530.0,522.25
"Otoe-Missouria Tribe, OK",109.0,101.0,102.0,98.0,84.0,85.0,93.0,107.0,112.0,111.0,112.0,114.0,102.33333333333333
"Wichita, Caddo & Delaware (WCD), OK",857.0,824.0,821.0,844.0,811.0,819.0,848.0,869.0,872.0,881.0,909.0,891.0,853.8333333333334
Colorado,23074.0,22090.0,21844.0,22225.0,22186.0,22464.0,22814.0,22732.0,22713.0,23043.0,23239.0,23439.0,22655.25
Iowa,15637.0,15221.0,15102.0,15417.0,15132.0,15185.0,15281.0,15155.0,15272.0,15439.0,15510.0,15743.0,15341.166666666666
Kansas,15539.0,14754.0,14706.0,15295.0,14976.0,15088.0,15257.0,15499.0,15352.0,15481.0,15284.0,15300.0,15210.916666666666
Missouri,36452.0,35706.0,34925.0,35613.0,35387.0,35525.0,35855.0,35842.0,35560.0,35973.0,35857.0,35911.0,35717.166666666664
Montana,4635.0,4329.0,4281.0,4589.0,4546.0,4641.0,4607.0,4536.0,4595.0,4597.0,4555.0,4507.0,4534.833333333333
Nebraska,9035.0,8663.0,8608.0,8967.0,8617.0,8482.0,8728.0,8826.0,8849.0,9171.0,9036.0,9001.0,8831.916666666666
North Dakota,2811.0,2723.0,2649.0,2749.0,2690.0,2725.0,2792.0,2733.0,2801.0,2859.0,2798.0,2811.0,2761.75
South Dakota,3844.0,3873.0,3826.0,3988.0,3945.0,3984.0,3990.0,3999.0,3989.0,4059.0,4083.0,3923.0,3958.5833333333335
Utah,15605.0,15220.0,14781.0,15200.0,15258.0,15355.0,15459.0,15438.0,15414.0,15261.0,15329.0,15393.0,15309.416666666666
Wyoming,2855.0,2786.0,2731.0,2784.0,2767.0,2766.0,2770.0,2685.0,2623.0,2649.0,2613.0,2665.0,2724.5
"Ute Mountain Ute Tribe, CO",44.0,44.0,41.0,40.0,39.0,45.0,39.0,39.0,40.0,42.0,43.0,43.0,41.583333333333336
"Omaha Sioux, NE",43.0,35.0,37.0,33.0,35.0,39.0,37.0,38.0,43.0,50.0,40.0,39.0,39.083333333333336
"Santee Sioux, NE",20.0,25.0,29.0,28.0,23.0,24.0,26.0,26.0,31.0,26.0,23.0,22.0,25.25
"Winnebago Tribe, NE",58.0,54.0,50.0,50.0,50.0,50.0,52.0,55.0,43.0,47.0,50.0,54.0,51.083333333333336
"Standing Rock Sioux Tribe, ND",142.0,145.0,142.0,148.0,147.0,150.0,160.0,148.0,142.0,144.0,145.0,138.0,145.91666666666666
"Three Affiliated Tribes, ND",62.0,65.0,59.0,66.0,63.0,66.0,65.0,71.0,59.0,55.0,52.0,56.0,61.583333333333336
"Cheyenne River Sioux, SD",152.0,144.0,144.0,152.0,144.0,117.0,132.0,140.0,147.0,147.0,142.0,156.0,143.08333333333334
"Rosebud Sioux, SD",276.0,254.0,242.0,256.0,252.0,263.0,272.0,269.0,278.0,267.0,249.0,244.0,260.1666666666667
"Northern Arapahoe, WY",106.0,102.0,102.0,101.0,104.0,102.0,101.0,98.0,102.0,106.0,99.0,101.0,102
"Shoshone Tribe, WY",37.0,36.0,34.0,36.0,42.0,46.0,46.0,39.0,37.0,30.0,32.0,41.0,38
Mountain Plains,130427.0,126269.0,124333.0,127737.0,126403.0,127117.0,128483.0,128368.0,128090.0,129446.0,129179.0,129587.0,127953.25
Alaska,5296.0,5047.0,4683.0,4706.0,4632.0,4645.0,4641.0,4726.0,4788.0,4857.0,4774.0,4743.0,4794.833333333333
American Samoa,1220.0,1185.0,1143.0,1154.0,1140.0,1193.0,1210.0,1206.0,1206.0,1201.0,1181.0,1186.0,1185.4166666666667
Arizona,38259.0,35930.0,36427.0,38172.0,36710.0,36675.0,36918.0,36980.0,37501.0,38141.0,38263.0,37824.0,37316.666666666664
California,309305.0,293942.0,295887.0,308982.0,299331.0,302267.0,304596.0,302027.0,301387.0,305754.0,301802.0,299565.0,302070.4166666667
Guam,1636.0,1621.0,1577.0,1544.0,1624.0,1682.0,1710.0,1692.0,1679.0,1657.0,1633.0,1705.0,1646.6666666666667
Hawaii,8724.0,8372.0,8031.0,8186.0,7953.0,7862.0,7962.0,7871.0,7858.0,8049.0,7950.0,8085.0,8075.25
Idaho,10245.0,10155.0,9992.0,10242.0,10222.0,10198.0,10405.0,10380.0,10391.0,10559.0,10493.0,10509.0,10315.916666666666
