State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Connecticut,943.0,921.0,888.0,918.0,891.0,909.0,911.0,912.0,921.0,966.0,969.0,985.0,927.8333333333334
Maine,1072.0,1034.0,1059.0,1043.0,947.0,939.0,964.0,952.0,932.0,967.0,929.0,956.0,982.8333333333334
Massachusetts,3612.0,3511.0,3331.0,3358.0,3241.0,3355.0,3393.0,3417.0,3370.0,3413.0,3376.0,3401.0,3398.1666666666665
New Hampshire,660.0,651.0,641.0,634.0,628.0,643.0,636.0,630.0,653.0,639.0,608.0,622.0,637.0833333333334
New York,9038.0,8884.0,8785.0,8728.0,8715.0,8757.0,8714.0,8909.0,8996.0,9130.0,9224.0,9323.0,8933.583333333334
Rhode Island,441.0,461.0,478.0,495.0,504.0,507.0,511.0,507.0,509.0,505.0,498.0,489.0,492.0833333333333
Vermont,740.0,750.0,749.0,737.0,749.0,732.0,751.0,739.0,751.0,766.0,766.0,776.0,750.5
"Indian Township, ME",1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,6.0,2.0833333333333335
"Pleasant Point, ME",2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.1666666666666667
"Seneca Nation, NY",1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0
Delaware,446.0,323.0,319.0,326.0,341.0,342.0,347.0,346.0,369.0,368.0,354.0,331.0,351.0
District of Columbia,361.0,355.0,354.0,344.0,339.0,344.0,328.0,321.0,318.0,336.0,337.0,352.0,340.75
Maryland,3734.0,3570.0,3430.0,3527.0,3474.0,3634.0,3832.0,3885.0,3947.0,3978.0,4062.0,4134.0,3767.25
New Jersey,4357.0,4154.0,4110.0,4150.0,4121.0,4184.0,4139.0,4216.0,4146.0,4230.0,4211.0,4210.0,4185.666666666667
Pennsylvania,9395.0,9245.0,9188.0,8939.0,8645.0,8795.0,9020.0,8914.0,8885.0,9139.0,9144.0,9364.0,9056.083333333334
Puerto Rico,4216.0,3940.0,3873.0,3996.0,4109.0,4241.0,4308.0,4253.0,4331.0,4240.0,4339.0,4446.0,4191.0
Virginia,3706.0,3573.0,3458.0,3604.0,3684.0,3722.0,3686.0,3622.0,3713.0,3982.0,4150.0,4251.0,3762.5833333333335
Virgin Islands,70.0,72.0,73.0,71.0,72.0,71.0,68.0,56.0,61.0,69.0,80.0,82.0,70.41666666666667
West Virginia,1219.0,1176.0,1146.0,1146.0,1149.0,1199.0,1206.0,1148.0,1133.0,1096.0,1091.0,1071.0,1148.3333333333333
Alabama,1983.0,2177.0,1966.0,1927.0,2046.0,2023.0,2086.0,1959.0,1788.0,1602.0,1459.0,1304.0,1860.0
Florida,14447.0,13930.0,13402.0,13308.0,12869.0,12538.0,12527.0,12468.0,12584.0,12725.0,12892.0,13063.0,13062.75
Georgia,5315.0,5185.0,5187.0,5492.0,5735.0,6157.0,6542.0,6897.0,7140.0,7151.0,7236.0,7250.0,6273.916666666667
Kentucky,3286.0,3205.0,3165.0,1997.0,2098.0,2113.0,2091.0,2083.0,2086.0,2127.0,2129.0,2219.0,2383.25
Mississippi,651.0,638.0,655.0,621.0,659.0,679.0,716.0,725.0,752.0,758.0,801.0,690.0,695.4166666666666
North Carolina,6878.0,6878.0,6853.0,6951.0,6986.0,7093.0,7271.0,7658.0,8445.0,7919.0,7529.0,7217.0,7306.5
