State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Connecticut,55795.0,55032.0,53514.0,55403.0,52608.0,52592.0,53665.0,54961.0,53947.0,54692.0,54489.0,54280.0,54248.166666666664
Maine,25108.0,24152.0,24031.0,24589.0,24433.0,24426.0,24375.0,24440.0,24160.0,23698.0,23713.0,23667.0,24232.666666666668
Massachusetts,122039.0,120516.0,118466.0,121081.0,118800.0,118820.0,119141.0,120046.0,117840.0,120228.0,121136.0,121316.0,119952.41666666667
New Hampshire,16239.0,16338.0,15654.0,16037.0,15481.0,15500.0,15592.0,15760.0,15395.0,15442.0,15445.0,15266.0,15679.083333333334
New York,520563.0,515920.0,506444.0,514810.0,513555.0,513212.0,516787.0,517318.0,513932.0,511054.0,508343.0,506236.0,513181.1666666667
Rhode Island,24270.0,23993.0,23271.0,23778.0,23333.0,23390.0,23353.0,23423.0,23181.0,22917.0,22832.0,23249.0,23415.833333333332
Vermont,15383.0,15287.0,15042.0,14956.0,14914.0,14819.0,14721.0,14652.0,14609.0,14551.0,14556.0,14545.0,14836.25
"Indian Township, ME",80.0,71.0,73.0,74.0,69.0,78.0,75.0,70.0,69.0,69.0,72.0,71.0,72.58333333333333
"Pleasant Point, ME",79.0,80.0,80.0,79.0,73.0,68.0,73.0,77.0,75.0,67.0,73.0,74.0,74.83333333333333
"Seneca Nation, NY",119.0,129.0,106.0,130.0,115.0,119.0,113.0,121.0,122.0,112.0,112.0,112.0,117.5
Delaware,21872.0,21390.0,21095.0,21219.0,20723.0,20345.0,20615.0,20299.0,20578.0,20373.0,20539.0,20515.0,20796.916666666668
District of Columbia,15895.0,15946.0,15423.0,15478.0,15402.0,15343.0,15732.0,15850.0,15654.0,15762.0,15888.0,15718.0,15674.25
Maryland,146205.0,145342.0,142331.0,145225.0,144611.0,142937.0,143430.0,144341.0,144664.0,144876.0,145675.0,145893.0,144627.5
New Jersey,170182.0,166373.0,163504.0,169954.0,166569.0,166896.0,168345.0,169865.0,168355.0,167225.0,168495.0,168707.0,167872.5
Pennsylvania,252453.0,252498.0,249367.0,251847.0,251667.0,250638.0,252212.0,254438.0,254148.0,255060.0,257363.0,257406.0,253258.08333333334
Puerto Rico,193382.0,190454.0,184358.0,188429.0,190443.0,188707.0,189494.0,189498.0,187211.0,184755.0,184726.0,182738.0,187849.58333333334
Virginia,159335.0,157787.0,153938.0,156235.0,154287.0,154565.0,154757.0,156000.0,155461.0,155777.0,156298.0,156784.0,155935.33333333334
Virgin Islands,5162.0,5085.0,4892.0,4846.0,4871.0,4833.0,4877.0,4942.0,4868.0,4936.0,4941.0,5006.0,4938.25
West Virginia,47586.0,46733.0,45293.0,46866.0,45947.0,46172.0,45879.0,46331.0,45780.0,46369.0,46977.0,46888.0,46401.75
Alabama,143224.0,141323.0,137407.0,140508.0,136944.0,136982.0,136349.0,138722.0,138098.0,139078.0,139855.0,139516.0,139000.5
Florida,503980.0,490749.0,477368.0,484681.0,477921.0,473032.0,476135.0,478658.0,479724.0,483057.0,488510.0,488961.0,483564.6666666667
Georgia,303476.0,296566.0,289812.0,292418.0,285730.0,283906.0,283710.0,285772.0,285688.0,287425.0,290269.0,289521.0,289524.4166666667
Kentucky,132375.0,130690.0,128506.0,130106.0,129170.0,129676.0,129139.0,129574.0,129494.0,129805.0,130577.0,129968.0,129923.33333333333
Mississippi,95432.0,93854.0,87335.0,92917.0,89737.0,89081.0,89894.0,90682.0,89349.0,90479.0,91324.0,90210.0,90857.83333333333
North Carolina,271164.0,268812.0,262879.0,266224.0,262954.0,261260.0,260912.0,262055.0,261214.0,261915.0,264555.0,265538.0,264123.5
