State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Connecticut,2701.0,2726.0,2682.0,2776.0,2691.0,2696.0,2725.0,2762.0,2734.0,2804.0,2710.0,2677.0,2723.6666666666665
Maine,1022.0,1307.0,1334.0,1392.0,1394.0,1444.0,1471.0,1452.0,1411.0,1391.0,1442.0,1485.0,1378.75
Massachusetts,8812.0,8846.0,8791.0,9067.0,8938.0,8906.0,8838.0,8723.0,8498.0,8416.0,8529.0,8623.0,8748.916666666666
New Hampshire,843.0,850.0,809.0,808.0,809.0,792.0,792.0,864.0,851.0,862.0,899.0,882.0,838.4166666666666
New York,50125.0,50381.0,49675.0,50725.0,50200.0,49850.0,50099.0,49870.0,48999.0,49005.0,48810.0,48904.0,49720.25
Rhode Island,939.0,910.0,908.0,913.0,879.0,910.0,902.0,895.0,919.0,912.0,895.0,939.0,910.0833333333334
Vermont,1246.0,1254.0,1175.0,1193.0,1202.0,1182.0,1162.0,1191.0,1182.0,1172.0,1192.0,1183.0,1194.5
"Indian Township, ME",6.0,6.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,2.0,1.0,4.083333333333333
"Pleasant Point, ME",2.0,8.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,3.6666666666666665
"Seneca Nation, NY",3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,1.8333333333333333
Delaware,668.0,641.0,632.0,645.0,633.0,620.0,624.0,651.0,678.0,731.0,728.0,735.0,665.5
District of Columbia,1323.0,1338.0,1317.0,1306.0,1309.0,1265.0,1251.0,1276.0,1234.0,1282.0,1273.0,1273.0,1287.25
Maryland,10220.0,10335.0,10228.0,10376.0,10382.0,10225.0,10145.0,10025.0,9990.0,9966.0,10031.0,10097.0,10168.333333333334
New Jersey,14116.0,13420.0,13310.0,13616.0,13203.0,13207.0,13394.0,13468.0,13324.0,13194.0,13322.0,13283.0,13404.75
Pennsylvania,12174.0,12099.0,12095.0,12161.0,12289.0,12350.0,12489.0,12426.0,12992.0,12721.0,12112.0,11358.0,12272.166666666666
Puerto Rico,7971.0,7909.0,7608.0,7511.0,7605.0,7378.0,7343.0,7384.0,7306.0,7045.0,7118.0,7119.0,7441.416666666667
Virginia,8119.0,8191.0,8062.0,8104.0,8060.0,8046.0,8049.0,8179.0,8145.0,8178.0,8270.0,8219.0,8135.166666666667
Virgin Islands,589.0,604.0,592.0,585.0,611.0,596.0,597.0,594.0,583.0,582.0,598.0,602.0,594.4166666666666
West Virginia,1724.0,1765.0,1697.0,1695.0,1634.0,1651.0,1682.0,1678.0,1622.0,1597.0,1638.0,1671.0,1671.1666666666667
Alabama,3735.0,3743.0,3590.0,3724.0,3660.0,3703.0,3704.0,3717.0,3649.0,3702.0,3769.0,3888.0,3715.3333333333335
Florida,34315.0,33842.0,32885.0,33438.0,33150.0,32784.0,32646.0,32590.0,32386.0,32840.0,33431.0,34094.0,33200.083333333336
Georgia,21071.0,20862.0,20177.0,19489.0,19400.0,19363.0,19381.0,20086.0,20535.0,20871.0,21204.0,21331.0,20314.166666666668
Kentucky,5112.0,5111.0,5066.0,5039.0,5180.0,5309.0,5325.0,5238.0,5254.0,5387.0,5506.0,5505.0,5252.666666666667
Mississippi,2140.0,2022.0,1805.0,1945.0,1841.0,1883.0,1957.0,1807.0,1699.0,1858.0,1738.0,1829.0,1877
North Carolina,16490.0,16815.0,16447.0,16583.0,16751.0,16720.0,16702.0,17024.0,17061.0,17175.0,17758.0,18213.0,16978.25
South Carolina,5486.0,5521.0,5553.0,5678.0,5664.0,5695.0,5809.0,5801.0,5723.0,5721.0,5813.0,5881.0,5695.416666666667
Tennessee,8429.0,8494.0,8298.0,8279.0,8286.0,8303.0,8190.0,8235.0,8249.0,8300.0,8472.0,8635.0,8347.5
"Choctaw Indians, MS",4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,7.0,6.0,8.0,4.833333333333333
"Eastern Cherokee, NC",39.0,42.0,42.0,39.0,37.0,38.0,40.0,40.0,36.0,35.0,35.0,43.0,38.833333333333336
Illinois,17134.0,17141.0,17010.0,17035.0,16927.0,16754.0,16522.0,16494.0,16369.0,16436.0,16613.0,16786.0,16768.416666666668
Indiana,6750.0,6708.0,6630.0,6814.0,6678.0,6722.0,6722.0,6914.0,7089.0,7239.0,7443.0,7266.0,6914.583333333333
Michigan,10508.0,10564.0,10379.0,10352.0,10374.0,10494.0,10581.0,10696.0,10754.0,10805.0,10980.0,11042.0,10627.416666666666
Minnesota,9780.0,9733.0,9633.0,9751.0,9593.0,9538.0,9560.0,9545.0,9601.0,9546.0,9668.0,9753.0,9641.75
Ohio,12569.0,12575.0,12351.0,12443.0,12321.0,12204.0,12310.0,12271.0,12182.0,12166.0,12229.0,12305.0,12327.166666666666
Wisconsin,6120.0,5998.0,5852.0,5989.0,5897.0,5783.0,5761.0,5683.0,5631.0,5710.0,5821.0,5768.0,5834.416666666667
Arkansas,2770.0,2700.0,2637.0,2735.0,2723.0,2809.0,2839.0,2852.0,2859.0,2826.0,2773.0,2764.0,2773.9166666666665
Louisiana,3178.0,3289.0,3251.0,3198.0,3240.0,3191.0,3161.0,3105.0,3088.0,3112.0,3170.0,3303.0,3190.5
New Mexico,4764.0,4819.0,4791.0,4992.0,4793.0,4743.0,4738.0,4755.0,4693.0,4782.0,4830.0,4784.0,4790.333333333333
Oklahoma,4630.0,4603.0,4511.0,4546.0,4402.0,4432.0,4395.0,4352.0,4319.0,4319.0,4346.0,4436.0,4440.916666666667
Texas,,,,,,,,,,,,, 
