State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Connecticut,11891.0,11763.0,11328.0,11786.0,11159.0,11070.0,11379.0,11666.0,11387.0,11587.0,11570.0,11376.0,11496.833333333334
Maine,5327.0,5194.0,5075.0,5247.0,5187.0,5218.0,5249.0,5240.0,5129.0,5008.0,5025.0,5094.0,5166.083333333333
Massachusetts,28120.0,27724.0,27024.0,27770.0,27234.0,27108.0,27214.0,27252.0,26638.0,26532.0,26737.0,26690.0,27170.25
New Hampshire,3711.0,3729.0,3606.0,3730.0,3587.0,3583.0,3594.0,3679.0,3540.0,3605.0,3615.0,3560.0,3628.25
New York,124348.0,122963.0,120225.0,122801.0,121629.0,121443.0,122095.0,122312.0,120560.0,119691.0,119643.0,118648.0,121363.16666666667
Rhode Island,5300.0,5201.0,5006.0,5160.0,5077.0,5050.0,5042.0,5013.0,4913.0,4957.0,4988.0,5070.0,5064.75
Vermont,3233.0,3207.0,3103.0,3111.0,3156.0,3098.0,3084.0,3097.0,3110.0,3073.0,3141.0,3125.0,3128.1666666666665
"Indian Township, ME",17.0,17.0,14.0,14.0,10.0,13.0,13.0,14.0,12.0,12.0,12.0,11.0,13.25
"Pleasant Point, ME",14.0,17.0,17.0,16.0,14.0,12.0,12.0,17.0,18.0,13.0,13.0,13.0,14.666666666666666
"Seneca Nation, NY",28.0,30.0,21.0,24.0,20.0,26.0,29.0,31.0,34.0,36.0,38.0,34.0,29.25
Delaware,4356.0,4231.0,4155.0,4167.0,4059.0,4073.0,4294.0,4304.0,4445.0,4441.0,4489.0,4423.0,4286.416666666667
District of Columbia,4035.0,4025.0,3894.0,3944.0,3946.0,3924.0,4043.0,4047.0,3968.0,4008.0,4017.0,4015.0,3988.8333333333335
Maryland,35077.0,34911.0,34097.0,34965.0,34927.0,34520.0,34708.0,34693.0,34422.0,34464.0,34393.0,34220.0,34616.416666666664
New Jersey,39343.0,37953.0,37311.0,38943.0,38035.0,38058.0,38640.0,38767.0,38362.0,37976.0,38496.0,38303.0,38348.916666666664
Pennsylvania,57137.0,57349.0,56284.0,57431.0,57358.0,56949.0,57403.0,57796.0,57086.0,56948.0,57466.0,57396.0,57216.916666666664
Puerto Rico,38068.0,37195.0,35718.0,36765.0,37180.0,36819.0,37001.0,37123.0,36302.0,35654.0,35947.0,35614.0,36615.5
Virginia,39890.0,39612.0,38419.0,39200.0,38843.0,38914.0,39007.0,39315.0,39036.0,39295.0,39417.0,39476.0,39202
Virgin Islands,1167.0,1137.0,1077.0,1065.0,1059.0,1049.0,1082.0,1114.0,1121.0,1140.0,1141.0,1160.0,1109.3333333333333
West Virginia,11353.0,11177.0,10893.0,11283.0,11012.0,11036.0,11010.0,11038.0,10829.0,11068.0,11213.0,11019.0,11077.583333333334
Alabama,32670.0,32142.0,30954.0,32024.0,31140.0,31099.0,31271.0,32064.0,31872.0,32283.0,32449.0,32284.0,31854.333333333332
Florida,121132.0,118372.0,115019.0,117779.0,116883.0,115768.0,116400.0,116879.0,116776.0,117823.0,118449.0,118471.0,117479.25
Georgia,72917.0,71289.0,69609.0,70871.0,69410.0,69038.0,69093.0,69787.0,70013.0,70642.0,71293.0,70993.0,70412.91666666667
Kentucky,31604.0,31263.0,30593.0,31157.0,31103.0,31219.0,31177.0,31317.0,31404.0,31356.0,31550.0,31314.0,31254.75
Mississippi,20162.0,20292.0,18900.0,20435.0,19730.0,19818.0,20189.0,20436.0,20126.0,20459.0,20546.0,20205.0,20108.166666666668
North Carolina,62176.0,61551.0,59542.0,60604.0,59970.0,59606.0,59935.0,60741.0,60368.0,60876.0,62041.0,62714.0,60843.666666666664
South Carolina,33167.0,32813.0,31949.0,32809.0,32381.0,32070.0,32268.0,32313.0,31968.0,31829.0,31680.0,31524.0,32230.916666666668
Tennessee,43486.0,43114.0,42058.0,42490.0,41981.0,41405.0,41326.0,41564.0,41585.0,41916.0,42310.0,42404.0,42136.583333333336
"Choctaw Indians, MS",123.0,127.0,135.0,150.0,138.0,140.0,135.0,135.0,133.0,131.0,137.0,150.0,136.16666666666666
"Eastern Cherokee, NC",129.0,135.0,129.0,141.0,140.0,135.0,138.0,143.0,130.0,129.0,130.0,137.0,134.66666666666666
Illinois,67484.0,66417.0,64805.0,66080.0,64924.0,64918.0,64898.0,65299.0,64687.0,64579.0,64881.0,64647.0,65301.583333333336
Indiana,39626.0,39309.0,37974.0,39247.0,38090.0,37783.0,38086.0,38746.0,38464.0,38875.0,39108.0,38795.0,38675.25
Michigan,59112.0,58664.0,57410.0,58119.0,57438.0,57304.0,58001.0,58456.0,58363.0,58899.0,59010.0,59027.0,58316.916666666664
Minnesota,29801.0,29581.0,28917.0,29558.0,29130.0,28953.0,28966.0,29059.0,28949.0,28999.0,29106.0,29145.0,29180.333333333332
Ohio,63827.0,63254.0,61260.0,62229.0,61590.0,60854.0,61338.0,61323.0,60959.0,60899.0,61017.0,60411.0,61580.083333333336
Wisconsin,27056.0,26724.0,25693.0,26368.0,25858.0,25359.0,25602.0,25672.0,25339.0,25635.0,25635.0,25658.0,25883.25
Arkansas,23548.0,23081.0,22480.0,22894.0,22352.0,22375.0,22671.0,22939.0,22763.0,22627.0,22138.0,21659.0,22627.25
Louisiana,34800.0,34649.0,33972.0,34474.0,34426.0,34186.0,34627.0,34628.0,34728.0,34429.0,34867.0,35204.0,34582.5
New Mexico,14667.0,14524.0,14141.0,14667.0,14166.0,13938.0,14108.0,14194.0,13856.0,14065.0,14157.0,13857.0,14195
Oklahoma,23835.0,23377.0,22735.0,23024.0,22106.0,22372.0,22297.0,22148.0,21998.0,22325.0,22520.0,22468.0,22600.416666666668
Texas,,,,,,,,,,,,, 
Texas,254940.0,252229.0,246363.0,250287.0,248309.0,246119.0,247875.0,249275.0,249359.0,251039.0,250994.0,249830.0,249718.25
