State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Connecticut,29985.0,29349.0,28559.0,29552.0,27948.0,27988.0,28623.0,29471.0,29046.0,29337.0,29405.0,29569.0,29069.333333333332
Maine,14370.0,13733.0,13705.0,13941.0,13857.0,13763.0,13707.0,13790.0,13649.0,13406.0,13410.0,13293.0,13718.666666666666
Massachusetts,65961.0,64813.0,63693.0,65032.0,63698.0,63879.0,64072.0,64882.0,63788.0,66368.0,67032.0,67373.0,65049.25
New Hampshire,8490.0,8527.0,8128.0,8280.0,8007.0,8004.0,8078.0,8069.0,7941.0,7825.0,7817.0,7773.0,8078.25
New York,278854.0,275401.0,270033.0,274112.0,274773.0,275079.0,277498.0,278179.0,277716.0,276189.0,274443.0,273708.0,275498.75
Rhode Island,13318.0,13162.0,12691.0,12939.0,12689.0,12721.0,12744.0,12816.0,12738.0,12424.0,12363.0,12682.0,12773.916666666666
Vermont,9295.0,9259.0,9118.0,9011.0,8897.0,8941.0,8864.0,8852.0,8744.0,8736.0,8675.0,8674.0,8922.166666666666
"Indian Township, ME",36.0,30.0,36.0,37.0,37.0,44.0,44.0,39.0,39.0,39.0,48.0,52.0,40.083333333333336
"Pleasant Point, ME",51.0,45.0,45.0,48.0,44.0,40.0,50.0,51.0,49.0,40.0,49.0,40.0,46
"Seneca Nation, NY",40.0,48.0,45.0,57.0,52.0,54.0,47.0,50.0,51.0,39.0,39.0,40.0,46.833333333333336
Delaware,12152.0,11829.0,11630.0,11707.0,11421.0,11027.0,10922.0,10706.0,10776.0,10730.0,10825.0,10918.0,11220.25
District of Columbia,7167.0,7202.0,6955.0,6946.0,6827.0,6820.0,7042.0,7132.0,7083.0,7111.0,7213.0,7058.0,7046.333333333333
Maryland,75941.0,75061.0,73582.0,74990.0,74568.0,73673.0,73834.0,74639.0,75551.0,75550.0,76334.0,77063.0,75065.5
New Jersey,93310.0,90686.0,88987.0,92522.0,90638.0,91019.0,91531.0,92729.0,92099.0,91483.0,92167.0,92783.0,91662.83333333333
Pennsylvania,131748.0,131643.0,130067.0,130460.0,130741.0,130353.0,131437.0,133465.0,134870.0,135445.0,133273.0,130327.0,131985.75
Puerto Rico,116214.0,114954.0,111548.0,113910.0,115602.0,115167.0,115566.0,115317.0,114191.0,113174.0,112543.0,111078.0,114105.33333333333
Virginia,80384.0,79062.0,77338.0,78346.0,77034.0,77303.0,77357.0,78155.0,78149.0,78212.0,78588.0,79123.0,78254.25
Virgin Islands,2883.0,2847.0,2757.0,2723.0,2751.0,2747.0,2732.0,2760.0,2697.0,2720.0,2737.0,2776.0,2760.8333333333335
West Virginia,24796.0,24102.0,23214.0,24005.0,23562.0,23600.0,23332.0,23620.0,23391.0,23640.0,23999.0,24172.0,23786.083333333332
Alabama,74862.0,73628.0,71517.0,73100.0,71142.0,71165.0,70137.0,71413.0,71455.0,71732.0,72259.0,72153.0,72046.91666666667
Florida,264084.0,254840.0,246971.0,249444.0,244487.0,241553.0,243467.0,245006.0,246667.0,248327.0,252410.0,253422.0,249223.16666666666
Georgia,160598.0,157174.0,154908.0,153221.0,149009.0,147721.0,146799.0,148370.0,148488.0,149935.0,151638.0,151189.0,151587.5
Kentucky,66341.0,65525.0,64406.0,64741.0,64332.0,64371.0,63797.0,64087.0,64097.0,64253.0,64569.0,64606.0,64593.75
Mississippi,49067.0,47488.0,43512.0,46581.0,44512.0,43639.0,43798.0,43851.0,43257.0,43646.0,44377.0,43823.0,44795.916666666664
North Carolina,144245.0,142631.0,139685.0,141714.0,139626.0,138463.0,137809.0,138024.0,137957.0,138115.0,139473.0,139892.0,139802.83333333334
South Carolina,62602.0,61702.0,59500.0,59768.0,58627.0,57916.0,57515.0,57484.0,57247.0,56465.0,56459.0,55862.0,58428.916666666664
Tennessee,78057.0,75940.0,74276.0,74036.0,72942.0,72091.0,71447.0,71760.0,72255.0,72788.0,74508.0,74842.0,73745.16666666667
"Choctaw Indians, MS",523.0,495.0,450.0,473.0,444.0,474.0,505.0,538.0,519.0,460.0,523.0,516.0,493.3333333333333
"Eastern Cherokee, NC",357.0,363.0,346.0,372.0,374.0,381.0,359.0,364.0,362.0,352.0,358.0,361.0,362.4166666666667
Illinois,142602.0,139640.0,136486.0,143071.0,142321.0,143641.0,142590.0,143688.0,142897.0,139161.0,138239.0,137943.0,141023.25
Indiana,84150.0,83200.0,80550.0,81910.0,79607.0,78897.0,78868.0,79567.0,79648.0,79598.0,80957.0,80766.0,80643.16666666667
Michigan,135657.0,134279.0,132468.0,132410.0,130305.0,130137.0,130619.0,131533.0,132008.0,132790.0,133842.0,134568.0,132551.33333333334
Minnesota,69738.0,68643.0,66857.0,67239.0,65659.0,65038.0,65019.0,66269.0,67021.0,67564.0,68161.0,68436.0,67137
Ohio,141482.0,139218.0,135100.0,135892.0,134095.0,131738.0,132034.0,131296.0,131374.0,131189.0,131632.0,131404.0,133871.16666666666
Wisconsin,63707.0,62632.0,60822.0,61615.0,60132.0,59597.0,59890.0,60357.0,60306.0,60501.0,60950.0,60764.0,60939.416666666664
Arkansas,45665.0,44504.0,42762.0,43809.0,42073.0,42089.0,42780.0,43474.0,43641.0,42978.0,42309.0,40610.0,43057.833333333336
Louisiana,69720.0,67771.0,66264.0,66824.0,66103.0,66212.0,66619.0,66594.0,66984.0,67174.0,67680.0,68355.0,67191.66666666667
New Mexico,30933.0,30380.0,29694.0,30846.0,29496.0,29299.0,29898.0,30054.0,29870.0,30230.0,30570.0,30357.0,30135.583333333332
Oklahoma,48982.0,48233.0,47321.0,47858.0,46017.0,46247.0,44899.0,43938.0,43544.0,43904.0,44546.0,44342.0,45819.25
Texas,,,,,,,,,,,,, 
Texas,497561.0,493723.0,485218.0,488235.0,483967.0,477677.0,471775.0,470843.0,468806.0,466812.0,467631.0,468739.0,478415.5833333333
"Acoma, Canoncito & Laguna, NM",267.0,298.0,282.0,281.0,275.0,268.0,239.0,252.0,241.0,254.0,277.0,270.0,267
"Eight Northern Pueblos, NM",119.0,132.0,141.0,136.0,132.0,132.0,112.0,117.0,107.0,112.0,105.0,113.0,121.5
"Five Sandoval Pueblos, NM",195.0,190.0,175.0,166.0,164.0,154.0,158.0,162.0,163.0,160.0,141.0,135.0,163.58333333333334
"Isleta Pueblo, NM",507.0,503.0,472.0,468.0,454.0,452.0,470.0,472.0,478.0,477.0,489.0,475.0,476.4166666666667
"San Felipe Pueblo, NM",174.0,162.0,137.0,164.0,164.0,152.0,155.0,145.0,143.0,154.0,159.0,144.0,154.41666666666666
"Santo Domingo Tribe, NM",103.0,102.0,103.0,96.0,109.0,104.0,102.0,99.0,105.0,103.0,105.0,106.0,103.08333333333333
"Zuni Pueblo, NM",468.0,415.0,447.0,404.0,420.0,395.0,449.0,428.0,438.0,418.0,441.0,428.0,429.25
"Cherokee Nation, OK",3927.0,3906.0,3759.0,3814.0,3584.0,3460.0,3601.0,3657.0,3628.0,3753.0,3818.0,3756.0,3721.9166666666665
