State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Connecticut,13919.0,13920.0,13627.0,14065.0,13501.0,13534.0,13663.0,13824.0,13514.0,13768.0,13514.0,13335.0,13682
Maine,5411.0,5225.0,5251.0,5401.0,5389.0,5445.0,5419.0,5410.0,5382.0,5284.0,5278.0,5280.0,5347.916666666667
Massachusetts,27958.0,27979.0,27749.0,28279.0,27868.0,27833.0,27855.0,27912.0,27414.0,27328.0,27367.0,27253.0,27732.916666666668
New Hampshire,4038.0,4082.0,3920.0,4027.0,3887.0,3913.0,3920.0,4012.0,3914.0,4012.0,4013.0,3933.0,3972.5833333333335
New York,117361.0,117556.0,116186.0,117897.0,117153.0,116690.0,117194.0,116827.0,115656.0,115174.0,114257.0,113880.0,116319.25
Rhode Island,5652.0,5630.0,5574.0,5679.0,5567.0,5619.0,5567.0,5594.0,5530.0,5536.0,5481.0,5497.0,5577.166666666667
Vermont,2855.0,2821.0,2821.0,2834.0,2861.0,2780.0,2773.0,2703.0,2755.0,2742.0,2740.0,2746.0,2785.9166666666665
"Indian Township, ME",27.0,24.0,23.0,23.0,22.0,21.0,18.0,17.0,18.0,18.0,12.0,8.0,19.25
"Pleasant Point, ME",14.0,18.0,18.0,15.0,15.0,16.0,11.0,9.0,8.0,14.0,11.0,21.0,14.166666666666666
"Seneca Nation, NY",51.0,51.0,40.0,49.0,43.0,39.0,37.0,40.0,37.0,37.0,35.0,38.0,41.416666666666664
Delaware,5364.0,5330.0,5310.0,5345.0,5243.0,5245.0,5399.0,5289.0,5357.0,5202.0,5225.0,5174.0,5290.25
District of Columbia,4693.0,4719.0,4574.0,4588.0,4629.0,4599.0,4647.0,4671.0,4603.0,4643.0,4658.0,4645.0,4639.083333333333
Maryland,35187.0,35370.0,34652.0,35270.0,35116.0,34744.0,34888.0,35009.0,34691.0,34862.0,34948.0,34610.0,34945.583333333336
New Jersey,37529.0,37734.0,37206.0,38489.0,37896.0,37819.0,38174.0,38369.0,37894.0,37766.0,37832.0,37621.0,37860.75
Pennsylvania,63568.0,63506.0,63016.0,63956.0,63568.0,63336.0,63372.0,63177.0,62192.0,62667.0,66624.0,69683.0,64055.416666666664
Puerto Rico,39100.0,38305.0,37092.0,37754.0,37661.0,36721.0,36927.0,37058.0,36718.0,35927.0,36236.0,36046.0,37128.75
Virginia,39061.0,39113.0,38181.0,38689.0,38410.0,38348.0,38393.0,38530.0,38276.0,38270.0,38293.0,38185.0,38479.083333333336
Virgin Islands,1112.0,1101.0,1058.0,1058.0,1061.0,1037.0,1063.0,1068.0,1050.0,1076.0,1063.0,1070.0,1068.0833333333333
West Virginia,11437.0,11454.0,11186.0,11578.0,11373.0,11536.0,11537.0,11673.0,11560.0,11661.0,11765.0,11697.0,11538.083333333334
Alabama,35692.0,35553.0,34936.0,35384.0,34662.0,34718.0,34941.0,35245.0,34771.0,35063.0,35147.0,35079.0,35099.25
Florida,118764.0,117537.0,115378.0,117458.0,116551.0,115711.0,116268.0,116773.0,116281.0,116907.0,117651.0,117068.0,116862.25
Georgia,69961.0,68103.0,65295.0,68326.0,67311.0,67147.0,67818.0,67615.0,67187.0,66848.0,67338.0,67339.0,67524
Kentucky,34430.0,33902.0,33507.0,34208.0,33735.0,34086.0,34165.0,34170.0,33993.0,34196.0,34458.0,34048.0,34074.833333333336
Mississippi,26203.0,26074.0,24923.0,25901.0,25495.0,25624.0,25907.0,26395.0,25966.0,26374.0,26401.0,26182.0,25953.75
North Carolina,64743.0,64630.0,63652.0,63906.0,63358.0,63191.0,63168.0,63290.0,62889.0,62924.0,63041.0,62932.0,63477
South Carolina,34753.0,34236.0,33806.0,34207.0,33554.0,33442.0,33521.0,33556.0,33164.0,33255.0,33130.0,32904.0,33627.333333333336
Tennessee,44672.0,44287.0,43355.0,43756.0,43300.0,43114.0,43252.0,43522.0,43320.0,43192.0,43428.0,43333.0,43544.25
"Choctaw Indians, MS",164.0,157.0,162.0,158.0,159.0,164.0,174.0,172.0,161.0,154.0,172.0,173.0,164.16666666666666
"Eastern Cherokee, NC",139.0,133.0,129.0,134.0,137.0,139.0,139.0,141.0,133.0,132.0,123.0,132.0,134.25
Illinois,75676.0,75516.0,74471.0,75348.0,74313.0,74088.0,73813.0,74113.0,73405.0,73313.0,72944.0,72661.0,74138.41666666667
Indiana,40500.0,40418.0,39702.0,40545.0,39892.0,39880.0,39935.0,40232.0,40207.0,40458.0,40502.0,40203.0,40206.166666666664
Michigan,63539.0,63201.0,62519.0,62953.0,62367.0,62784.0,62881.0,63607.0,63379.0,64036.0,64029.0,63793.0,63257.333333333336
Minnesota,28022.0,28152.0,28096.0,28971.0,28571.0,28495.0,28474.0,28588.0,28414.0,28531.0,28485.0,28327.0,28427.166666666668
Ohio,69083.0,68799.0,67479.0,68648.0,68168.0,68041.0,68447.0,68567.0,67956.0,68209.0,68162.0,67227.0,68232.16666666667
Wisconsin,27636.0,27433.0,26903.0,27430.0,26905.0,26681.0,26915.0,26946.0,26599.0,26791.0,26690.0,26352.0,26940.083333333332
Arkansas,24420.0,24464.0,24053.0,24245.0,23974.0,24191.0,24248.0,24442.0,24143.0,23911.0,23662.0,23348.0,24091.75
Louisiana,36578.0,38762.0,38023.0,37425.0,38613.0,38178.0,37850.0,38705.0,38532.0,37578.0,38522.0,38216.0,38081.833333333336
New Mexico,14215.0,14306.0,13993.0,14219.0,13891.0,13723.0,13790.0,13744.0,13563.0,13654.0,13599.0,13528.0,13852.083333333334
Oklahoma,22803.0,22620.0,22111.0,22467.0,21853.0,22112.0,22235.0,21993.0,21893.0,22142.0,22209.0,22256.0,22224.5
Texas,,,,,,,,,,,,, 
Texas,231139.0,229948.0,226185.0,228692.0,226148.0,224639.0,225456.0,226513.0,225595.0,226871.0,226506.0,225569.0,226938.41666666666
"Acoma, Canoncito & Laguna, NM",96.0,99.0,95.0,107.0,103.0,99.0,103.0,106.0,101.0,103.0,98.0,104.0,101.16666666666667
"Eight Northern Pueblos, NM",53.0,53.0,53.0,52.0,55.0,54.0,56.0,56.0,52.0,48.0,52.0,49.0,52.75
"Five Sandoval Pueblos, NM",65.0,65.0,70.0,74.0,78.0,81.0,87.0,74.0,74.0,72.0,80.0,76.0,74.66666666666667
"Isleta Pueblo, NM",186.0,199.0,201.0,222.0,236.0,236.0,238.0,247.0,260.0,293.0,277.0,287.0,240.16666666666666
"San Felipe Pueblo, NM",73.0,69.0,70.0,79.0,84.0,82.0,81.0,64.0,80.0,73.0,67.0,65.0,73.91666666666667
"Santo Domingo Tribe, NM",46.0,51.0,56.0,52.0,47.0,51.0,51.0,47.0,48.0,48.0,44.0,45.0,48.833333333333336
"Zuni Pueblo, NM",156.0,152.0,158.0,154.0,153.0,154.0,159.0,147.0,148.0,139.0,137.0,128.0,148.75
"Cherokee Nation, OK",2000.0,2013.0,1973.0,1981.0,1949.0,1896.0,1939.0,1982.0,1940.0,1957.0,1960.0,1951.0,1961.75
"Chickasaw Nation, OK",962.0,965.0,967.0,991.0,978.0,972.0,983.0,977.0,980.0,1004.0,1002.0,978.0,979.9166666666666
"Choctaw Nation, OK",1067.0,1090.0,1078.0,1100.0,1081.0,1080.0,1041.0,1062.0,1059.0,1067.0,1072.0,1043.0,1070
"Citizen Potawatomi Nation, OK",296.0,275.0,272.0,299.0,296.0,313.0,313.0,328.0,325.0,324.0,318.0,352.0,309.25
"Inter-Tribal Council, OK",209.0,212.0,206.0,200.0,205.0,192.0,192.0,203.0,213.0,224.0,226.0,236.0,209.83333333333334
"Muscogee Creek Nation, OK",591.0,618.0,629.0,653.0,634.0,647.0,661.0,670.0,681.0,692.0,669.0,685.0,652.5
"Osage Tribal Council, OK",1016.0,1028.0,1009.0,987.0,973.0,970.0,905.0,832.0,825.0,815.0,807.0,785.0,912.6666666666666
"Otoe-Missouria Tribe, OK",150.0,152.0,152.0,145.0,139.0,139.0,134.0,140.0,132.0,132.0,133.0,134.0,140.16666666666666
"Wichita, Caddo & Delaware (WCD), OK",926.0,906.0,934.0,961.0,931.0,965.0,969.0,991.0,990.0,1003.0,1005.0,1000.0,965.0833333333334
Colorado,23029.0,22950.0,22467.0,22613.0,22590.0,22407.0,22216.0,22257.0,21970.0,21830.0,21854.0,21781.0,22330.333333333332
Iowa,16719.0,16670.0,16402.0,16607.0,16339.0,16463.0,16428.0,16498.0,16431.0,16565.0,16607.0,16561.0,16524.166666666668
Kansas,18116.0,17824.0,17812.0,18269.0,16675.0,17247.0,17197.0,17382.0,16978.0,17109.0,17097.0,16802.0,17375.666666666668
Missouri,36794.0,36619.0,36272.0,37204.0,36159.0,36300.0,36421.0,36723.0,36448.0,36727.0,36893.0,36903.0,36621.916666666664
Montana,4654.0,4709.0,4767.0,4888.0,4820.0,4794.0,4817.0,4883.0,4827.0,4847.0,4907.0,4848.0,4813.416666666667
Nebraska,9448.0,9538.0,9160.0,9502.0,9215.0,9283.0,9363.0,9447.0,9362.0,9460.0,9534.0,9352.0,9388.666666666666
North Dakota,3154.0,3132.0,3036.0,3107.0,3052.0,3006.0,3063.0,3043.0,3055.0,3097.0,3022.0,3042.0,3067.4166666666665
South Dakota,4621.0,4586.0,4426.0,4572.0,4435.0,4465.0,4382.0,4452.0,4354.0,4418.0,4338.0,4231.0,4440
Utah,15463.0,15619.0,15405.0,15547.0,15432.0,15226.0,15334.0,15295.0,15112.0,14954.0,14984.0,14874.0,15270.416666666666
Wyoming,2722.0,2511.0,2521.0,2516.0,2475.0,2512.0,2515.0,2571.0,2600.0,2624.0,2592.0,2629.0,2565.6666666666665
"Ute Mountain Ute Tribe, CO",43.0,49.0,49.0,53.0,54.0,55.0,48.0,53.0,53.0,56.0,53.0,56.0,51.833333333333336
"Omaha Sioux, NE",67.0,64.0,61.0,65.0,66.0,61.0,64.0,60.0,59.0,57.0,52.0,50.0,60.5
"Santee Sioux, NE",30.0,30.0,25.0,25.0,25.0,29.0,29.0,30.0,33.0,33.0,33.0,28.0,29.166666666666668
"Winnebago Tribe, NE",45.0,46.0,53.0,52.0,51.0,50.0,59.0,66.0,65.0,71.0,70.0,70.0,58.166666666666664
"Standing Rock Sioux Tribe, ND",169.0,166.0,174.0,190.0,174.0,176.0,183.0,190.0,194.0,197.0,177.0,170.0,180
"Three Affiliated Tribes, ND",87.0,82.0,76.0,78.0,79.0,82.0,83.0,94.0,89.0,88.0,85.0,96.0,84.91666666666667
