State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Connecticut,3090.0,3149.0,3044.0,3168.0,2906.0,2856.0,2908.0,2977.0,2875.0,2875.0,2840.0,2880.0,2964
Maine,2094.0,1766.0,1728.0,1781.0,1746.0,1719.0,1670.0,1637.0,1587.0,1542.0,1482.0,1501.0,1687.75
Massachusetts,7468.0,7534.0,7430.0,7594.0,7434.0,7171.0,7171.0,6990.0,6778.0,6702.0,6762.0,6825.0,7154.916666666667
New Hampshire,1241.0,1280.0,1282.0,1322.0,1232.0,1180.0,1168.0,1172.0,1135.0,1199.0,1201.0,1235.0,1220.5833333333333
New York,25671.0,26239.0,25911.0,26795.0,26109.0,25412.0,24888.0,24567.0,24110.0,23636.0,23804.0,24241.0,25115.25
Rhode Island,1907.0,1926.0,1892.0,1959.0,1883.0,1810.0,1750.0,1672.0,1605.0,1600.0,1667.0,1698.0,1780.75
Vermont,808.0,835.0,800.0,816.0,787.0,783.0,773.0,762.0,785.0,749.0,769.0,776.0,786.9166666666666
"Indian Township, ME",5.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3
"Pleasant Point, ME",5.0,1.0,6.0,4.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,7.0,2.8333333333333335
"Seneca Nation, NY",7.0,8.0,6.0,4.0,4.0,3.0,4.0,3.0,5.0,7.0,8.0,6.0,5.416666666666667
Delaware,1548.0,1598.0,1606.0,1634.0,1578.0,1544.0,1473.0,1437.0,1476.0,1491.0,1493.0,1496.0,1531.1666666666667
District of Columbia,1176.0,1182.0,1164.0,1222.0,1217.0,1222.0,1263.0,1235.0,1200.0,1202.0,1228.0,1236.0,1212.25
Maryland,9157.0,9416.0,9418.0,9400.0,9563.0,9348.0,9210.0,9079.0,8971.0,8814.0,8779.0,8940.0,9174.583333333334
New Jersey,10213.0,10459.0,10443.0,10986.0,10625.0,10329.0,10276.0,10048.0,9781.0,9724.0,9916.0,10108.0,10242.333333333334
Pennsylvania,26392.0,27313.0,26734.0,27124.0,27014.0,26394.0,26020.0,25990.0,25540.0,25217.0,22474.0,19991.0,25516.916666666668
Puerto Rico,11048.0,10982.0,10642.0,11633.0,11614.0,11058.0,10770.0,10493.0,9908.0,9499.0,9618.0,9796.0,10588.416666666666
Virginia,13814.0,14190.0,13971.0,14169.0,13678.0,13514.0,13340.0,13059.0,12874.0,12869.0,12917.0,13299.0,13474.5
Virgin Islands,145.0,139.0,130.0,129.0,114.0,128.0,135.0,139.0,145.0,145.0,124.0,122.0,132.91666666666666
West Virginia,4443.0,4468.0,4400.0,4573.0,4494.0,4388.0,4316.0,4290.0,4271.0,4414.0,4398.0,4305.0,4396.666666666667
Alabama,12800.0,13004.0,12720.0,13073.0,12612.0,12228.0,12202.0,12370.0,12043.0,12097.0,12265.0,12459.0,12489.416666666666
Florida,33277.0,34025.0,34264.0,35403.0,34979.0,33864.0,33061.0,32269.0,31465.0,30904.0,30996.0,31663.0,33014.166666666664
Georgia,29453.0,29698.0,29271.0,29594.0,28709.0,28381.0,27969.0,27880.0,27901.0,27837.0,28096.0,27882.0,28555.916666666668
Kentucky,10825.0,10989.0,10816.0,10855.0,10720.0,10474.0,10375.0,10249.0,10184.0,10050.0,10099.0,10335.0,10497.583333333334
Mississippi,8743.0,9350.0,9206.0,9721.0,9388.0,9291.0,9233.0,9261.0,9079.0,9077.0,9223.0,9238.0,9234.166666666666
North Carolina,18749.0,18883.0,18580.0,18795.0,18200.0,17647.0,17385.0,17082.0,16602.0,16575.0,16978.0,17615.0,17757.583333333332
South Carolina,12531.0,12738.0,12630.0,12948.0,12690.0,12235.0,12100.0,11726.0,11396.0,11223.0,11186.0,11380.0,12065.25
Tennessee,14163.0,14486.0,14309.0,14449.0,14299.0,13672.0,13669.0,13497.0,13286.0,13408.0,13374.0,13616.0,13852.333333333334
"Choctaw Indians, MS",30.0,33.0,35.0,37.0,37.0,28.0,25.0,27.0,33.0,32.0,33.0,33.0,31.916666666666668
"Eastern Cherokee, NC",29.0,30.0,31.0,37.0,41.0,36.0,40.0,43.0,37.0,32.0,30.0,34.0,35
Illinois,18386.0,18548.0,18218.0,18376.0,17865.0,17500.0,17279.0,17194.0,16951.0,17001.0,17154.0,17334.0,17650.5
Indiana,16430.0,16641.0,16390.0,16884.0,16204.0,15790.0,15698.0,15611.0,15387.0,15334.0,15443.0,15765.0,15964.75
Michigan,19053.0,19510.0,19068.0,18723.0,18897.0,18424.0,18209.0,18388.0,18363.0,18384.0,18573.0,18764.0,18696.333333333332
Minnesota,8374.0,8512.0,8321.0,8408.0,8233.0,7981.0,7881.0,7812.0,7848.0,7985.0,7914.0,8039.0,8109
Ohio,22756.0,23268.0,23076.0,23237.0,22959.0,22377.0,22154.0,21721.0,21366.0,21144.0,21331.0,21394.0,22231.916666666668
